,Name,Cost,Coordinates,Bed,Bath,Parking,Property_Type,Agency,Postcode,PTV
2426,12A/116-130 Main Drive Macleod VIC 3085,220.0,"[-37.7144842, 145.0607509]",0,1,0,Studio,Student Housing Australia,3085,"[139.99720221, 575.31680399, 731.14316547]"
2427,55B/116-130 Main Drive Macleod VIC 3085,225.0,"[-37.7144842, 145.0607509]",0,1,0,Studio,Student Housing Australia,3085,"[139.99720221, 575.31680399, 731.14316547]"
2428,54B/116-130 Main Drive Macleod VIC 3085,220.0,"[-37.7144842, 145.0607509]",0,1,0,Studio,Student Housing Australia,3085,"[139.99720221, 575.31680399, 731.14316547]"
2429,131D/116-130 Main Drive Macleod VIC 3085,240.0,"[-37.7144842, 145.0607509]",1,1,0,Studio,Student Housing Australia,3085,"[139.99720221, 575.31680399, 731.14316547]"
2430,71B/116-130 Main Drive Macleod VIC 3085,215.0,"[-37.7144842, 145.0607509]",1,1,0,Studio,Student Housing Australia,3085,"[139.99720221, 575.31680399, 731.14316547]"
2431,27A/116-130 Main Drive Macleod VIC 3085,220.0,"[-37.7144842, 145.0607509]",0,1,0,Studio,Student Housing Australia,3085,"[139.99720221, 575.31680399, 731.14316547]"
2432,19A/116-130 Main Drive Macleod VIC 3085,200.0,"[-37.7144842, 145.0607509]",1,1,0,Apartment / Unit / Flat,Student Housing Australia,3085,"[139.99720221, 575.31680399, 731.14316547]"
2433,78C/116-130 Main Drive Macleod VIC 3085,230.0,"[-37.7144842, 145.0607509]",1,1,0,Studio,Student Housing Australia,3085,"[139.99720221, 575.31680399, 731.14316547]"
2434,48 Frensham Road Watsonia VIC 3087,450.0,"[-37.7158363, 145.0853702]",3,1,2,House,Joseph Louis Realty,3087,"[545.0453144, 556.2632823, 557.89289198]"
2435,11 Webster Crescent Watsonia VIC 3087,490.0,"[-37.71679719999999, 145.085995]",3,2,2,House,Belle Property Balwyn,3087,"[663.35400259, 672.31668987, 675.99506724]"
2436,17 Manfred St Watsonia VIC 3087,450.0,"[-37.7153918, 145.0883862]",3,1,0,House,Jellis Craig Greensborough,3087,"[601.42896394, 619.82985302, 620.55305472]"
2437,62 Frensham Road Watsonia VIC 3087,370.0,"[-37.7145116, 145.0856718]",3,1,2,House,Morrison Kleeman Estate Agents,3087,"[417.18761705, 420.56671216, 428.96858013]"
2438,23 Webster Crescent Watsonia VIC 3087,520.0,"[-37.7168786, 145.0874814]",3,1,2,House,Barry Plant Bundoora,3087,"[723.42033444, 723.7262828, 735.15702989]"
2439,352 Service Road Watsonia VIC 3087,440.0,"[-37.7164329, 145.0831299]",3,1,2,House,Buckingham & Company,3087,"[590.36434278, 604.41268306, 619.1611391]"
2440,10/94-100 Nepean Street Watsonia VIC 3087,400.0,"[-37.712231, 145.094358]",2,1,1,Apartment / Unit / Flat,Barry Plant Bundoora,3087,"[41.7726615, 49.87340642, 910.21605438]"
2441,330 Grimshaw Street Watsonia North VIC 3087,370.0,"[-37.7019939, 145.0815358]",3,1,1,House,Buckingham & Company,3087,"[127.53278762, 154.32294824, 204.71193455]"
2442,26 Wattle Drive Watsonia VIC 3087,475.0,"[-37.7164371, 145.079129]",3,1,2,House,Jellis Craig Eltham,3087,"[709.61490117, 722.30188007, 735.31247837]"
2443,6/57 Devonshire Road Watsonia VIC 3087,370.0,"[-37.71336, 145.0804449]",2,1,1,Apartment / Unit / Flat,Miles Real Estate Ivanhoe,3087,"[373.3750893, 375.71990624, 384.18860454]"
2444,11 Hamilton Court Watsonia North VIC 3087,530.0,"[-37.6917823, 145.087266]",3,2,1,House,Barry Plant Bundoora,3087,"[1148.6343234, 1154.9572563, 1169.98714285]"
2445,11 Eclipse Crescent Watsonia VIC 3087,520.0,"[-37.715618, 145.0887309]",4,2,4,House,Barry Plant Bundoora,3087,"[588.83117865, 607.17762353, 658.92862228]"
2446,15 Trist Street Watsonia North VIC 3087,550.0,"[-37.7014839, 145.0880415]",3,1,2,House,Barry Plant Bundoora,3087,"[189.75395521, 213.55158237, 347.58399846]"
2447,21 Thompson Street Watsonia VIC 3087,495.0,"[-37.7089187, 145.0875245]",3,1,2,House,Jellis Craig Ivanhoe,3087,"[369.7353861, 413.66240292, 423.19532649]"
2448,42 Black Street Watsonia VIC 3087,485.0,"[-37.7107136, 145.0782185]",3,1,2,House,Darren Jones Real Estate,3087,"[358.40495706, 363.34922885, 477.92135732]"
2449,2/40 Railway Road Briar Hill VIC 3088,360.0,"[-37.707577, 145.112138]",2,1,1,Apartment / Unit / Flat,Buckingham & Company,3088,"[101.17478421, 226.26093822, 228.72142295]"
2450,78 Hailes Street Greensborough VIC 3088,500.0,"[-37.6994648, 145.0986414]",3,2,4,House,Barry Plant Bundoora,3088,"[506.61346002, 520.41728771, 572.5651118]"
2451,1/62 Medbury Avenue Greensborough VIC 3088,450.0,"[-37.7095919, 145.0987276]",4,1,1,Apartment / Unit / Flat,Lynda White Real Estate,3088,"[502.05796686, 520.03820152, 616.24769996]"
2452,1/32 Railway Road Briar Hill VIC 3088,720.0,"[-37.7081577, 145.1126903]",4,2,2,Townhouse,Morrison Kleeman Estate Agents,3088,"[89.25452858, 151.00955034, 303.62367371]"
2453,8/174 Elder Street Greensborough VIC 3088,480.0,"[-37.7173929, 145.1000554]",2,2,1,Townhouse,Darren Jones Real Estate,3088,"[725.11513296, 729.6849012, 1224.12181028]"
2454,4/7 McDowell Street Greensborough VIC 3088,430.0,"[-37.7076381, 145.0954447]",2,1,2,Apartment / Unit / Flat,Darren Jones Real Estate,3088,"[434.59539211, 440.45371502, 450.84234812]"
2455,20 Amiet Street Greensborough VIC 3088,540.0,"[-37.7126616, 145.104028]",3,1,1,House,Morrison Kleeman Estate Agents,3088,"[826.24537778, 831.66131526, 842.66720555]"
2456,1/87 Nell Street Greensborough VIC 3088,450.0,"[-37.7095012, 145.1010857]",3,1,2,House,Barry Plant Bundoora,3088,"[552.67047601, 621.60049394, 640.81118308]"
2457,1/191 Elder Street Greensborough VIC 3088,490.0,"[-37.7167053, 145.1020202]",2,1,1,House,Morrison Kleeman Estate Agents,3088,"[806.80104971, 815.17791743, 1071.86115146]"
2458,2/11 Nepean Street Greensborough VIC 3088,430.0,"[-37.7135166, 145.1063011]",2,2,2,Townhouse,Darren Jones Real Estate,3088,"[740.57812523, 740.91188508, 745.74011358]"
2459,6 Eldale Avenue Greensborough VIC 3088,580.0,"[-37.7053434, 145.1044589]",4,2,2,House,Ray White Bundoora,3088,"[73.78641934, 177.37242802, 187.91845762]"
2460,2/116 Mountain View Road Briar Hill VIC 3088,500.0,"[-37.7086649, 145.1198055]",3,1,2,Townhouse,Buckingham & Company,3088,"[36.40940891, 49.75790902, 173.58823608]"
2461,147 Henry Street Greensborough VIC 3088,500.0,"[-37.7105943, 145.100559]",4,1,2,House,Ray White Mill Park,3088,"[580.95909138, 599.2446034, 678.49094604]"
2462,2/8 Warwick Road Greensborough VIC 3088,620.0,"[-37.7061079, 145.1068272]",3,2,2,House,Buckingham & Company,3088,"[237.77203779, 249.12539064, 261.38358392]"
2463,46 Paterson Crescent Greensborough VIC 3088,395.0,"[-37.7071986, 145.1101153]",2,1,1,Townhouse,Buckingham & Company,3088,"[61.9884428, 73.25098765, 197.97693345]"
2464,22 Greenmeyer Court Greensborough VIC 3088,530.0,"[-37.701262, 145.109177]",3,1,1,House,Jellis Craig Eltham,3088,"[161.27198567, 167.50436224, 176.02391948]"
2465,88 Plenty Lane Greensborough VIC 3088,570.0,"[-37.7143079, 145.104028]",4,2,1,House,Buckingham & Company,3088,"[863.77588217, 877.58262773, 942.13365315]"
2466,2/14 Hopkins St Greensborough VIC 3088,425.0,"[-37.7103659, 145.1066568]",2,2,0,Townhouse,My Agent Real Estate,3088,"[489.24384015, 496.83663111, 508.39951434]"
2467,1/9 Beaconsfield Road Briar Hill VIC 3088,350.0,"[-37.709785, 145.116637]",2,1,1,House,Jellis Craig Greensborough,3088,"[124.8337517, 135.24005293, 249.48665268]"
2468,5 Tonyl Court Greensborough VIC 3088,450.0,"[-37.7159017, 145.1082082]",3,2,2,House,Barry Plant Bundoora,3088,"[553.37398052, 563.52472836, 644.53635518]"
2469,1 Wolangi Court Greensborough VIC 3088,470.0,"[-37.6941481, 145.11032]",3,2,1,House,Jellis Craig Eltham,3088,"[200.55091288, 220.42446607, 234.02858274]"
2470,2/54 Kempston Street Greensborough VIC 3088,480.0,"[-37.699494, 145.094083]",3,1,2,Apartment / Unit / Flat,Barry Plant Bundoora,3088,"[477.40040671, 481.19290224, 516.18883519]"
2471,5 Haliday Court Greensborough VIC 3088,580.0,"[-37.6964345, 145.0971978]",4,2,2,House,Melplex Real Estate,3088,"[423.90294551, 452.75665839, 453.41648206]"
2472,166 Grimshaw Street Greensborough VIC 3088,440.0,"[-37.7037193, 145.0966995]",3,2,1,House,Darren Jones Real Estate,3088,"[83.38238331, 96.56384054, 175.84930952]"
2473,62 Clyde St Diamond Creek VIC 3089,650.0,"[-37.6705656, 145.1476505]",4,2,2,House,Jellis Craig Eltham,3089,"[240.42574373, 330.91438882, 350.69466234]"
2474,11 Bage Street Diamond Creek VIC 3089,470.0,"[-37.6742729, 145.1496338]",3,1,4,House,Jellis Craig Eltham,3089,"[99.41573748, 137.67824077, 211.88022898]"
2475,29 Moray Street Diamond Creek VIC 3089,460.0,"[-37.678029, 145.1454737]",3,1,0,House,IRM Realty,3089,"[327.44312087, 377.61235635, 520.08594295]"
2476,2/10 Chapman St Diamond Creek VIC 3089,615.0,"[-37.6782072, 145.1653946]",3,2,2,Townhouse,Jellis Craig Greensborough,3089,"[87.10580413, 281.43975156, 334.46862857]"
2477,26 Hillingdon Drive Diamond Creek VIC 3089,520.0,"[-37.6668964, 145.1600257]",3,2,2,House,Ray White Diamond Creek,3089,"[279.02286125, 293.34127588, 326.78506472]"
2478,20 Dering Street Diamond Creek VIC 3089,600.0,"[-37.6778224, 145.152997]",4,2,2,House,Jellis Craig Ivanhoe,3089,"[402.90666828, 506.09804623, 523.18369958]"
2479,Diamond Creek VIC 3089,0.0,"[-37.6666174, 145.1541397]",4,2,2,House,Charles Knight Property,3089,"[306.26470831, 381.87295972, 409.48139073]"
2480,15 Fairview Crescent Diamond Creek VIC 3089,0.0,"[-37.6765368, 145.1492889]",3,1,2,House,Barry Plant Diamond Creek,3089,"[238.23172853, 313.4047284, 349.20874741]"
2481,2/15 Gipson Street Diamond Creek VIC 3089,420.0,"[-37.6701034, 145.1590778]",2,2,1,Apartment / Unit / Flat,Barry Plant Diamond Creek,3089,"[200.85586659, 308.85656066, 337.0304521]"
2482,9 Haven Lane Diamond Creek VIC 3089,470.0,"[-37.6708439, 145.1626131]",3,2,1,House,Barry Plant Diamond Creek,3089,"[234.74615323, 238.94369997, 428.6136903]"
2483,10 Hillingdon Drive Diamond Creek VIC 3089,750.0,"[-37.6680489, 145.1592064]",6,3,2,House,Barry Plant Diamond Creek,3089,"[190.92657502, 271.13521341, 296.09049118]"
2484,164 Yan Yean Road Plenty VIC 3090,800.0,"[-37.6658007, 145.1254061]",5,2,0,House,Ray White Diamond Creek,3090,"[149.95917808, 204.07412598, 459.2814525]"
2485,10 Carisbrook Crescent Lower Plenty VIC 3093,480.0,"[-37.72665980000001, 145.1102769]",4,1,3,House,Jellis Craig Eltham,3093,"[221.0671901, 322.50524557, 338.94497563]"
2486,5/141 Main Road Lower Plenty VIC 3093,425.0,"[-37.7255254, 145.1158348]",2,1,1,Apartment / Unit / Flat,Jellis Craig Eltham,3093,"[36.68427317, 204.11317242, 204.11684322]"
2487,1/21 Main Rd Lower Plenty VIC 3093,300.0,"[-37.72897, 145.109432]",1,1,1,Apartment / Unit / Flat,Mason White McDougall Hurstbridge,3093,"[260.08458472, 477.68605683, 480.55332567]"
2488,5 Anthony Close Lower Plenty VIC 3093,500.0,"[-37.723789, 145.119906]",3,2,2,House,McGrath Greensborough | Eltham,3093,"[123.28800221, 144.15374932, 296.25598042]"
2489,2/82 Para Rd Montmorency VIC 3094,500.0,"[-37.7180766, 145.1143281]",3,1,2,Apartment / Unit / Flat,Jellis Craig Eltham,3094,"[60.66162652, 65.83840972, 183.05019895]"
2490,1/10 Montrose St Montmorency VIC 3094,550.0,"[-37.720108, 145.116203]",3,1,1,House,Jellis Craig Eltham,3094,"[131.6081589, 142.83491532, 234.01296794]"
2491,31 Mountain View Road Montmorency VIC 3094,650.0,"[-37.7150538, 145.1246726]",3,1,1,House,Buckingham & Company,3094,"[261.35337301, 283.75077259, 446.97916671]"
2492,3/69 Airlie Road Montmorency VIC 3094,360.0,"[-37.72337539999999, 145.1211478]",2,1,1,Apartment / Unit / Flat,Miles Real Estate Ivanhoe,3094,"[220.09174478, 230.46241015, 252.41084324]"
2493,19 Adam Crescent Montmorency VIC 3094,730.0,"[-37.7166529, 145.1357081]",4,3,2,House,North Link Real Estate Pty Ltd,3094,"[161.90218508, 169.70094769, 195.74025148]"
2494,10-12 Binns Street Montmorency VIC 3094,750.0,"[-37.71583, 145.121853]",5,2,2,Apartment / Unit / Flat,Buckingham & Company,3094,"[51.06427056, 71.99184709, 217.51164897]"
2495,1/4 Hoban Avenue Montmorency VIC 3094,410.0,"[-37.717595, 145.118679]",3,1,2,Apartment / Unit / Flat,Stockdale & Leggo Bundoora,3094,"[178.51193303, 179.289435, 257.52294832]"
2496,2/139-141 Old Para Court Montmorency VIC 3094,410.0,"[-37.712294, 145.114647]",2,1,2,Apartment / Unit / Flat,Precise Property Management,3094,"[114.15262184, 149.99547216, 336.48387939]"
2497,17A Graeme Avenue Montmorency VIC 3094,550.0,"[-37.7115912, 145.1205384]",3,2,2,House,Raeon International,3094,"[256.03692537, 266.38083189, 273.61521599]"
2498,23 Frank Street Eltham VIC 3095,500.0,"[-37.70693869999999, 145.1659121]",4,1,2,House,Samma Real Estate,3095,"[419.80619875, 461.16816326, 486.11855121]"
2499,Eltham VIC 3095,375.0,"[-37.718984, 145.1460687]",1,1,2,Apartment / Unit / Flat,Mason White McDougall Hurstbridge,3095,"[65.66172992, 135.83688387, 138.57696703]"
2500,47 Banks Road Eltham North VIC 3095,450.0,"[-37.695718, 145.146353]",3,1,0,House,Morrison Kleeman Estate Agents,3095,"[196.20657192, 275.79137351, 303.73522087]"
2501,117 Franklin Street Eltham VIC 3095,550.0,"[-37.7221144, 145.1514232]",3,1,2,House,Ray White Eltham,3095,"[432.40569375, 508.16363925, 509.27530832]"
2502,23 Dunbarton Drive Eltham North VIC 3095,710.0,"[-37.6911142, 145.1331215]",5,2,2,House,Ray White Preston,3095,"[249.71274689, 296.51532161, 326.34902524]"
2503,10 Livingstone Road Eltham VIC 3095,620.0,"[-37.7092755, 145.1517682]",4,2,2,House,Jellis Craig Eltham,3095,"[235.06126545, 360.31919307, 488.04494733]"
2504,10/1455 Main Road Eltham VIC 3095,725.0,"[-37.70155889999999, 145.1761617]",4,2,2,Townhouse,Philip Webb Mitcham,3095,"[1439.23797785, 1456.72948728, 1541.57377159]"
2505,5/1333 Main Road Eltham VIC 3095,550.0,"[-37.70200579999999, 145.1645342]",3,2,2,Townhouse,Jellis Craig Eltham,3095,"[526.22396566, 633.43799412, 770.8819647]"
2506,3/1153 Main Road Eltham VIC 3095,440.0,"[-37.7059913, 145.1513726]",2,1,1,Townhouse,Love & Co Ivanhoe,3095,"[14.17657692, 208.19927152, 251.71753049]"
2507,47 Glenister Drive Eltham VIC 3095,875.0,"[-37.7173613, 145.1569209]",4,2,2,House,Jellis Craig Eltham,3095,"[608.43392858, 631.39692015, 653.21544151]"
2508,1/65 Lower Road Eltham North VIC 3095,590.0,"[-37.6982378, 145.1498063]",4,2,2,Townhouse,Jellis Craig Eltham,3095,"[194.93354699, 210.81616737, 290.07455204]"
2509,61 Railway Parade Eltham VIC 3095,700.0,"[-37.7066273, 145.1489841]",3,2,2,House,Savoy Real Estate,3095,"[154.50440733, 233.45572957, 425.12819873]"
2510,15 Swan Street Eltham VIC 3095,0.0,"[-37.7151497, 145.139933]",4,2,1,Townhouse,OBrien Real Estate Preston/Reservoir,3095,"[329.02139994, 345.63141614, 358.31707232]"
2511,27 Shanklin St Hurstbridge VIC 3099,420.0,"[-37.6354408, 145.1900658]",2,1,1,House,Mason White McDougall Hurstbridge,3099,"[474.05497831, 478.55348303, 490.35597902]"
2512,1/15 Steven Street Hurstbridge VIC 3099,540.0,"[-37.6390229, 145.1964901]",3,2,2,Townhouse,Ray White Diamond Creek,3099,"[282.34160853, 382.80490148, 385.79961018]"
2513,5/200 Cotham Road Kew VIC 3101,1250.0,"[-37.8086912, 145.0443635]",3,2,2,Townhouse,RT Edgar Boroondara,3101,"[134.97079693, 149.39947194, 153.59481148]"
2514,14/58-62 Mary Street Kew VIC 3101,470.0,"[-37.804657, 145.0385032]",2,1,1,Apartment / Unit / Flat, Jellis Craig & Company Pty Ltd,3101,"[173.71910647, 176.99934256, 218.5858009]"
2515,90 Edgevale Road Kew VIC 3101,1600.0,"[-37.81237309999999, 145.0431577]",4,2,1,House, Jellis Craig & Company Pty Ltd,3101,"[454.62300074, 479.59354979, 483.99599605]"
2516,3/17 Pakington Street Kew VIC 3101,850.0,"[-37.8034936, 145.0341668]",3,2,2,Apartment / Unit / Flat,RT Edgar Boroondara,3101,"[204.82705863, 230.37708578, 232.87687032]"
2517,6/103 Walpole Street Kew VIC 3101,435.0,"[-37.7968473, 145.0328447]",2,1,1,Apartment / Unit / Flat, Jellis Craig & Company Pty Ltd,3101,"[86.74721801, 101.52955127, 265.96936634]"
2518,5/38 Duke Street Kew VIC 3101,470.0,"[-37.7946311, 145.0317467]",2,1,1,Apartment / Unit / Flat,Noel Jones Real Estate Balwyn,3101,"[138.65911785, 138.95380181, 224.24526474]"
2519,103/56 Harp Road Kew VIC 3101,475.0,"[-37.7999882, 145.0537735]",2,1,1,Apartment / Unit / Flat,Fletchers Balwyn North,3101,"[197.39522944, 216.12899753, 222.53196909]"
2520,G04/48 Pakington Street Kew VIC 3101,485.0,"[-37.8017087, 145.0351102]",2,2,1,Apartment / Unit / Flat, Jellis Craig & Company Pty Ltd,3101,"[368.47577573, 370.87054647, 439.44573263]"
2521,3/8-10 James Avenue Kew VIC 3101,390.0,"[-37.8009383, 145.0382703]",2,1,1,Apartment / Unit / Flat,Kay & Burton South Yarra,3101,"[310.0207137, 327.67625477, 414.56883618]"
2522,6/61 Princess Street Kew VIC 3101,600.0,"[-37.80329529999999, 145.0290772]",3,2,2,Apartment / Unit / Flat, Jellis Craig & Company Pty Ltd,3101,"[103.90856838, 109.79169026, 166.77383103]"
2523,7/47 Pakington Street Kew VIC 3101,380.0,"[-37.8012617, 145.0347178]",2,1,1,Apartment / Unit / Flat,Buxton Stonnington,3101,"[416.48665187, 422.03446102, 426.26008339]"
2524,2/39 Walpole Street Kew VIC 3101,525.0,"[-37.8037103, 145.0314884]",3,1,1,Townhouse, Jellis Craig & Company Pty Ltd,3101,"[189.37992045, 209.8697563, 259.88685332]"
2525,25/380 High Street Kew VIC 3101,620.0,"[-37.8045946, 145.0375566]",3,2,1,Apartment / Unit / Flat,Belle Property Glen Iris,3101,"[138.81410251, 188.51797791, 232.4609587]"
2526,G09/59 Earl Street Kew VIC 3101,420.0,"[-37.7950446, 145.035253]",2,1,1,Apartment / Unit / Flat,Longview Real Estate,3101,"[86.33291032, 89.09225962, 99.52235211]"
2527,1 Molesworth Street Kew VIC 3101,3500.0,"[-37.8016119, 145.0287974]",6,6,8,House,Pathway Asset Management,3101,"[81.71628928, 111.03521829, 207.06211498]"
2528,38 Vaughan Cres Kew VIC 3101,725.0,"[-37.793037, 145.0236241]",3,2,2,House, Jellis Craig & Company Pty Ltd,3101,"[310.22311171, 497.01530063, 519.85806621]"
2529,7/8-10 James Avenue Kew VIC 3101,330.0,"[-37.8009383, 145.0382703]",1,1,1,Apartment / Unit / Flat,Kay & Burton South Yarra,3101,"[310.0207137, 327.67625477, 414.56883618]"
2530,9 Derby Street Kew VIC 3101,1050.0,"[-37.8038709, 145.0368601]",3,2,2,House,RT Edgar Boroondara,3101,"[140.83379952, 175.62784478, 260.88256086]"
2531,3/18 Gladstone Street Kew VIC 3101,420.0,"[-37.8023497, 145.0411123]",2,1,1,Apartment / Unit / Flat, Jellis Craig & Company Pty Ltd,3101,"[125.71448702, 128.37435334, 168.35021736]"
2532,73A Brougham Street Kew VIC 3101,725.0,"[-37.8036897, 145.0305501]",3,2,1,House,Biggin & Scott Richmond,3101,"[113.59591437, 134.472979, 216.7277918]"
2533,7 Lower Drive Kew VIC 3101,1500.0,"[-37.7976499, 145.0280439]",4,2,3,House,RT Edgar Boroondara,3101,"[175.4385923, 286.13417676, 315.67358598]"
2534,36 Cypress Way Kew VIC 3101,1495.0,"[-37.7945984, 145.0250731]",4,4,2,House,Marshall White Stonnington,3101,"[286.43024667, 456.91758276, 505.97723438]"
2535,8/72 Cobden Street Kew VIC 3101,360.0,"[-37.8013335, 145.0366554]",1,1,1,Apartment / Unit / Flat,Fletchers Balwyn North,3101,"[362.56785301, 382.73497789, 406.70101939]"
2536,3/5 Wimba Avenue Kew VIC 3101,610.0,"[-37.808104, 145.050025]",3,1,1,Apartment / Unit / Flat,Noel Jones Real Estate Balwyn,3101,"[117.10075215, 117.7096529, 267.68498419]"
2537,1/2-4 Namur Street Kew VIC 3101,395.0,"[-37.79537320000001, 145.0591269]",2,1,1,Apartment / Unit / Flat,Thomas Quixley Fairfield Pty Ltd,3101,"[172.60000824, 191.40789776, 206.9771799]"
2538,1/21 Hartington Street Kew VIC 3101,445.0,"[-37.8013522, 145.0417797]",2,1,1,Apartment / Unit / Flat,Woodards Preston,3101,"[142.19534735, 158.23735949, 292.92710247]"
2539,20 Kent Street Kew VIC 3101,749.0,"[-37.8064294, 145.0404879]",3,2,2,House,Marshall White Stonnington,3101,"[244.03299498, 244.95688069, 259.53585799]"
2540,1/62 Tennyson Street Kew VIC 3101,1450.0,"[-37.7976372, 145.0371722]",4,3,2,House,Marshall White Stonnington,3101,"[207.07222702, 251.97838418, 341.15461176]"
2541,1/238 Princess Street Kew VIC 3101,685.0,"[-37.7922962, 145.031879]",3,2,2,Townhouse,Marshall White Stonnington,3101,"[61.51664216, 142.1069675, 261.39771057]"
2542,13/152 Princess Street Kew VIC 3101,520.0,"[-37.796528, 145.030984]",2,2,2,Apartment / Unit / Flat, Jellis Craig & Company Pty Ltd,3101,"[195.61916082, 232.89214637, 259.92910055]"
2543,18 Second Avenue Kew VIC 3101,1200.0,"[-37.8038348, 145.0612018]",4,2,1,House, Jellis Craig & Company Pty Ltd,3101,"[715.2749166, 715.3618607, 736.95020608]"
2544,3/134 Brougham Street Kew VIC 3101,675.0,"[-37.8003413, 145.0315267]",2,1,3,Apartment / Unit / Flat,Kay & Burton South Yarra,3101,"[137.05198131, 164.01159621, 171.32071315]"
2545,11 May Street Kew VIC 3101,480.0,"[-37.8123728, 145.0435884]",2,1,0,House,Ham Kerr Property Pty Ltd,3101,"[459.21017726, 464.77105, 472.61703264]"
2546,202/20 Main Drive Kew VIC 3101,999.0,"[-37.7978058, 145.0237402]",3,2,2,Apartment / Unit / Flat,Marshall White Stonnington,3101,"[235.62069769, 605.58569293, 638.10166513]"
2547,6/66 Cobden Street Kew VIC 3101,360.0,"[-37.8017135, 145.0364832]",1,1,1,Apartment / Unit / Flat,Nelson Alexander Kew,3101,"[349.08219807, 363.03068139, 369.37068526]"
2548,5/66 Cobden Street Kew VIC 3101,360.0,"[-37.8017135, 145.0364832]",1,1,1,Apartment / Unit / Flat,Nelson Alexander Kew,3101,"[349.08219807, 363.03068139, 369.37068526]"
2549,14/58-62 Mary Street Kew VIC 3101,470.0,"[-37.804657, 145.0385032]",2,1,1,Apartment / Unit / Flat,Jellis Craig Balwyn,3101,"[173.71910647, 176.99934256, 218.5858009]"
