,Name,Cost,Coordinates,Bed,Bath,Parking,Property_Type,Agency,Postcode,Closest_Park,Closest_Post_Office,Closest_Railway_Station,CBD_Distance
950,2/199 Geelong Road Kingsville VIC 3012,270.0,"[-37.8034862, 144.8847908]",2,1,1,Apartment / Unit / Flat,Trimson Partners,3012,"{'distance': 376.5, 'duration': 50.1}","{'distance': 710.5, 'duration': 89.2}","{'distance': 728.2, 'duration': 154.9}","{'distance': 7817.0, 'duration': 881.9}"
951,9/30 Bishop Street Kingsville VIC 3012,325.0,"[-37.8104264, 144.8748625]",2,1,1,Apartment / Unit / Flat,Sweeney Estate Agents Yarraville,3012,"{'distance': 762.1, 'duration': 95.9}","{'distance': 534.7, 'duration': 58.7}","{'distance': 1586.7, 'duration': 231.6}","{'distance': 9174.9, 'duration': 987.1}"
952,130 Suffolk Street Maidstone VIC 3012,350.0,"[-37.7894492, 144.8657518]",2,1,1,House,Biggin & Scott Sunshine,3012,"{'distance': 452.2, 'duration': 97.5}","{'distance': 1428.2, 'duration': 202.1}","{'distance': 1369.2, 'duration': 194.8}","{'distance': 10958.5, 'duration': 1181.8}"
953,6/44/ Argyle Street West Footscray VIC 3012,334.0,"[-37.7963834, 144.8746476]",2,1,1,Apartment / Unit / Flat,Professionals St Albans,3012,"{'distance': 814.3, 'duration': 132.4}","{'distance': 567.0, 'duration': 66.8}","{'distance': 2843.5, 'duration': 370.2}","{'distance': 9243.4, 'duration': 1032.5}"
954,149 Ballarat Road Maidstone VIC 3012,340.0,"[-37.784536, 144.872621]",3,1,0,House,Biggin & Scott Maribyrnong,3012,"{'distance': 667.5, 'duration': 86.4}","{'distance': 2220.2, 'duration': 202.3}","{'distance': 2566.1, 'duration': 278.6}","{'distance': 9973.3, 'duration': 1075.1}"
955,2/372 Geelong Road West Footscray VIC 3012,545.0,"[-37.8083951, 144.8736332]",3,1,1,Apartment / Unit / Flat,Sweeney Estate Agents Yarraville,3012,"{'distance': 775.0, 'duration': 86.5}","{'distance': 632.5, 'duration': 70.0}","{'distance': 1422.2, 'duration': 183.6}","{'distance': 8817.6, 'duration': 949.9}"
956,16 Wallace St Maidstone VIC 3012,410.0,"[-37.787731, 144.8774]",3,1,1,House,Moonee Valley Real Estate,3012,"{'distance': 555.9, 'duration': 115.3}","{'distance': 1848.7, 'duration': 202.6}","{'distance': 3863.8, 'duration': 469.3}","{'distance': 9601.8, 'duration': 1075.4}"
957,2/34-38 Kingsville Street Kingsville VIC 3012,460.0,"[-37.809166, 144.878159]",3,1,1,Townhouse,Nicholas Scott Real Estate,3012,"{'distance': 261.7, 'duration': 38.6}","{'distance': 988.2, 'duration': 106.6}","{'distance': 1523.1, 'duration': 234.8}","{'distance': 9083.6, 'duration': 991.4}"
958,86 DEVONSHIRE STREET West Footscray VIC 3012,450.0,"[-37.7898638, 144.8647205]",2,1,1,House,Raine&Horne Braybrook,3012,"{'distance': 623.6, 'duration': 81.7}","{'distance': 1300.2, 'duration': 178.9}","{'distance': 1241.2, 'duration': 171.5}","{'distance': 10830.5, 'duration': 1158.6}"
959,4/43 Cypress Avenue Brooklyn VIC 3012,530.0,"[-37.8228768, 144.8440205]",3,1,2,Townhouse,LJ Hooker Altona North,3012,"{'distance': 1041.3, 'duration': 161.2}","{'distance': 2128.8, 'duration': 286.7}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 12462.0, 'duration': 1009.0}"
960,9 Alberta Street West Footscray VIC 3012,420.0,"[-37.7967419, 144.8636033]",4,1,3,House,First National Real Estate - Infinity,3012,"{'distance': 610.3, 'duration': 105.8}","{'distance': 567.6, 'duration': 98.1}","{'distance': 508.6, 'duration': 90.7}","{'distance': 10028.6, 'duration': 1137.3}"
961,20 Whittaker Street Maidstone VIC 3012,450.0,"[-37.7828652, 144.8679757]",2,2,1,Townhouse,Melbourne Real Estate,3012,"{'distance': 191.3, 'duration': 27.5}","{'distance': 1981.8, 'duration': 174.8}","{'distance': 2182.9, 'duration': 267.0}","{'distance': 10480.7, 'duration': 1145.6}"
962,11/75 Kingsville Street Kingsville VIC 3012,300.0,"[-37.8114266, 144.8784941]",2,1,1,Apartment / Unit / Flat,Xynergy Realty Altona,3012,"{'distance': 508.9, 'duration': 74.2}","{'distance': 741.4, 'duration': 71.0}","{'distance': 1977.6, 'duration': 255.4}","{'distance': 8836.8, 'duration': 955.9}"
963,21 Crefden Street Maidstone VIC 3012,500.0,"[-37.7780002, 144.8732401]",3,2,1,Townhouse,Dynamic Residential - Rentals,3012,"{'distance': 71.7, 'duration': 17.2}","{'distance': 1936.9, 'duration': 239.3}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 11425.7, 'duration': 1173.5}"
964,2 Bizana Street West Footscray VIC 3012,460.0,"[-37.80026720000001, 144.8650643]",2,2,1,House,Nicholas Scott Real Estate,3012,"{'distance': 121.0, 'duration': 21.8}","{'distance': 163.7, 'duration': 29.5}","{'distance': 381.2, 'duration': 49.2}","{'distance': 9397.2, 'duration': 1043.8}"
965,2/20 Kingsville Street Kingsville VIC 3012,300.0,"[-37.8081694, 144.8783007]",2,1,1,Apartment / Unit / Flat,Nicholas Scott Real Estate,3012,"{'distance': 234.3, 'duration': 38.2}","{'distance': 1144.0, 'duration': 123.0}","{'distance': 1545.4, 'duration': 219.4}","{'distance': 8940.8, 'duration': 985.8}"
966,8 Rowan Avenue Brooklyn VIC 3012,370.0,"[-37.8223413, 144.8401872]",3,1,1,House,Nicholas Scott Real Estate,3012,"{'distance': 163.0, 'duration': 23.5}","{'distance': 2514.4, 'duration': 337.3}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 12873.1, 'duration': 1071.0}"
967,4/1A Wattle Road Maidstone VIC 3012,455.0,"[-37.7779179, 144.88469]",3,1,1,Townhouse,Coronis Boronia,3012,"{'distance': 908.8, 'duration': 101.2}","{'distance': 861.5, 'duration': 135.7}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 10350.3, 'duration': 1069.9}"
968,3 Mandrel Street Maidstone VIC 3012,430.0,"[-37.7783223, 144.8742931]",2,1,1,Townhouse,Jalin Realty Australia,3012,"{'distance': 132.3, 'duration': 31.7}","{'distance': 1756.7, 'duration': 224.6}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 11245.6, 'duration': 1158.8}"
969,1/20 Bosquet Street Maidstone VIC 3012,420.0,"[-37.7826299, 144.8746476]",2,1,1,Townhouse,Nicholas Scott Real Estate,3012,"{'distance': 310.4, 'duration': 42.4}","{'distance': 2315.3, 'duration': 256.9}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 10124.1, 'duration': 1104.2}"
970,1/8 Silver Wattle Avenue Maidstone VIC 3012,520.0,"[-37.7875482, 144.8684162]",4,2,1,House,Area Specialist Sunshine,3012,"{'distance': 212.0, 'duration': 39.7}","{'distance': 2057.3, 'duration': 265.5}","{'distance': 1998.3, 'duration': 258.2}","{'distance': 10727.1, 'duration': 1169.5}"
971,2/12 Rondell Avenue West Footscray VIC 3012,370.0,"[-37.79761269999999, 144.869108]",2,1,1,Apartment / Unit / Flat,Nicholas Scott Real Estate,3012,"{'distance': 205.5, 'duration': 49.3}","{'distance': 1310.5, 'duration': 173.9}","{'distance': 1251.5, 'duration': 166.6}","{'distance': 9729.1, 'duration': 1096.4}"
972,109/372 Geelong Road West Footscray VIC 3012,380.0,"[-37.8082692, 144.8735087]",2,1,1,Apartment / Unit / Flat,Raine & Horne Footscray,3012,"{'distance': 775.2, 'duration': 86.5}","{'distance': 632.8, 'duration': 70.1}","{'distance': 1422.5, 'duration': 183.6}","{'distance': 8817.8, 'duration': 950.0}"
973,235 Essex Street West Footscray VIC 3012,460.0,"[-37.7923515, 144.8646346]",2,1,2,House,Barbounis Real Estate,3012,"{'distance': 415.1, 'duration': 54.7}","{'distance': 1091.7, 'duration': 151.9}","{'distance': 1032.7, 'duration': 144.6}","{'distance': 10404.6, 'duration': 1114.2}"
974,2/24 Cypress Avenue Brooklyn VIC 3012,325.0,"[-37.8208341, 144.8430762]",2,1,1,Apartment / Unit / Flat,fre Real Estate,3012,"{'distance': 179.9, 'duration': 25.9}","{'distance': 2392.7, 'duration': 324.7}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 12725.9, 'duration': 1047.0}"
975,14 Sredna Street West Footscray VIC 3012,450.0,"[-37.8007248, 144.8607887]",3,2,2,House,Raine&Horne Braybrook,3012,"{'distance': 425.6, 'duration': 58.8}","{'distance': 382.9, 'duration': 51.1}","{'distance': 323.9, 'duration': 43.8}","{'distance': 9843.9, 'duration': 1090.3}"
976,3/82 Ashley Street West Footscray VIC 3012,360.0,"[-37.7910423, 144.863823]",2,2,1,Townhouse,Walker Real Estate International,3012,"{'distance': 418.2, 'duration': 54.0}","{'distance': 1094.8, 'duration': 151.3}","{'distance': 1035.8, 'duration': 143.9}","{'distance': 10625.1, 'duration': 1131.0}"
977,20 Pitt Street West Footscray VIC 3012,440.0,"[-37.7932333, 144.8697914]",3,1,1,House,Walker Real Estate International,3012,"{'distance': 590.7, 'duration': 87.1}","{'distance': 1481.6, 'duration': 201.9}","{'distance': 1422.6, 'duration': 194.6}","{'distance': 10279.7, 'duration': 1117.5}"
978,38 Urwin Street Yarraville VIC 3013,490.0,"[-37.8171671, 144.8651073]",2,1,1,House,Dixon Kestles,3013,"{'distance': 586.2, 'duration': 62.4}","{'distance': 1073.1, 'duration': 176.2}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 11241.5, 'duration': 1013.8}"
979,65 Francis Street Yarraville VIC 3013,500.0,"[-37.821627600000014, 144.8921948]",2,1,1,House,Jellis Craig Inner West,3013,"{'distance': 465.5, 'duration': 67.2}","{'distance': 1138.3, 'duration': 123.0}","{'distance': 1058.9, 'duration': 166.4}","{'distance': 8209.4, 'duration': 864.2}"
980,2/248 Francis Street Yarraville VIC 3013,550.0,"[-37.819407, 144.878188]",3,2,1,Townhouse,Jellis Craig Inner West,3013,"{'distance': 1625.4, 'duration': 225.3}","{'distance': 1375.9, 'duration': 169.3}","{'distance': 1927.0, 'duration': 257.2}","{'distance': 9963.2, 'duration': 903.4}"
981,4/25 Eirene Street Yarraville VIC 3013,590.0,"[-37.8205139, 144.8801112]",3,2,1,House,Shaw Estate Agents,3013,"{'distance': 745.0, 'duration': 88.7}","{'distance': 1260.9, 'duration': 166.6}","{'distance': 1812.0, 'duration': 254.4}","{'distance': 9848.2, 'duration': 900.6}"
982,4/2A Simspon Street Yarraville VIC 3013,525.0,"[-37.8173944, 144.8938184]",2,1,1,Townhouse,Reside Real Estate,3013,"{'distance': 238.8, 'duration': 46.8}","{'distance': 524.1, 'duration': 85.7}","{'distance': 532.5, 'duration': 92.8}","{'distance': 7695.7, 'duration': 837.6}"
983,29A Bena Street Yarraville VIC 3013,750.0,"[-37.8208792, 144.8811374]",3,2,1,House,Jellis Craig Brighton,3013,"{'distance': 668.1, 'duration': 96.4}","{'distance': 1319.0, 'duration': 170.9}","{'distance': 1870.1, 'duration': 258.8}","{'distance': 9603.1, 'duration': 878.0}"
984,47 Benbow Street Yarraville VIC 3013,500.0,"[-37.8225103, 144.8763452]",3,1,2,House,Jellis Craig Kensington,3013,"{'distance': 326.7, 'duration': 47.0}","{'distance': 1779.9, 'duration': 242.8}","{'distance': 1730.6, 'duration': 208.9}","{'distance': 9758.7, 'duration': 910.6}"
985,23 Mill Avenue Yarraville VIC 3013,710.0,"[-37.8234703, 144.8717252]",3,2,2,House,RT Edgar Williamstown,3013,"{'distance': 553.1, 'duration': 111.6}","{'distance': 3089.1, 'duration': 417.2}","{'distance': 2275.6, 'duration': 287.3}","{'distance': 10303.6, 'duration': 989.1}"
986,7/123-129 Anderson Street Yarraville VIC 3013,490.0,"[-37.816302, 144.886032]",2,1,1,Townhouse,Edward Thomas,3013,"{'distance': 267.2, 'duration': 36.6}","{'distance': 246.3, 'duration': 38.0}","{'distance': 797.4, 'duration': 125.8}","{'distance': 8309.2, 'duration': 909.4}"
987,57A Eirene Street Yarraville VIC 3013,620.0,"[-37.8229924, 144.8796331]",2,1,1,House,Jas Stephens Real Estate Yarraville,3013,"{'distance': 8697.8, 'duration': 751.3}","{'distance': 1544.1, 'duration': 211.6}","{'distance': 1490.7, 'duration': 168.9}","{'distance': 9518.8, 'duration': 870.6}"
988,3A Lennox Street Yarraville VIC 3013,790.0,"[-37.8163131, 144.8960083]",3,2,1,Townhouse,hockingstuart Yarraville,3013,"{'distance': 133.2, 'duration': 29.4}","{'distance': 761.0, 'duration': 114.6}","{'distance': 559.3, 'duration': 104.0}","{'distance': 7340.1, 'duration': 794.1}"
989,302 Williamstown Road Yarraville VIC 3013,580.0,"[-37.81872600000001, 144.882124]",3,1,5,House,Prop Connect,3013,"{'distance': 346.4, 'duration': 36.2}","{'distance': 862.4, 'duration': 114.1}","{'distance': 1413.5, 'duration': 201.9}","{'distance': 9764.6, 'duration': 872.3}"
990,2/64 Powell Street Yarraville VIC 3013,350.0,"[-37.8181702, 144.8845329]",2,1,1,Apartment / Unit / Flat,Buxton Inner West,3013,"{'distance': 318.2, 'duration': 50.9}","{'distance': 588.1, 'duration': 89.0}","{'distance': 1139.2, 'duration': 176.8}","{'distance': 10021.3, 'duration': 923.4}"
991,52 Adeney Street Yarraville VIC 3013,480.0,"[-37.8160706, 144.8631338]",3,1,2,House,Village Real Estate Seddon,3013,"{'distance': 564.1, 'duration': 87.8}","{'distance': 1222.4, 'duration': 182.1}","{'distance': 2405.9, 'duration': 277.8}","{'distance': 11537.4, 'duration': 1047.3}"
992,28 Norfolk Street Yarraville VIC 3013,600.0,"[-37.8199195, 144.889562]",3,1,1,House,Gunn &Co Estate Agents,3013,"{'distance': 1100.7, 'duration': 142.2}","{'distance': 661.1, 'duration': 110.4}","{'distance': 819.7, 'duration': 144.8}","{'distance': 8351.1, 'duration': 935.4}"
993,38 Kingston street Yarraville VIC 3013,625.0,"[-37.8144676, 144.8808365]",3,1,1,House,:Different - Victoria,3013,"{'distance': 464.4, 'duration': 69.5}","{'distance': 862.3, 'duration': 127.9}","{'distance': 1413.4, 'duration': 215.7}","{'distance': 8667.5, 'duration': 954.2}"
994,33 Gent Street Yarraville VIC 3013,800.0,"[-37.8163227, 144.8715104]",4,2,1,House,McGrath Yarraville,3013,"{'distance': 440.1, 'duration': 72.0}","{'distance': 858.4, 'duration': 136.0}","{'distance': 2886.2, 'duration': 349.2}","{'distance': 10922.4, 'duration': 995.4}"
995,6 Gent Street Yarraville VIC 3013,560.0,"[-37.8139449, 144.8713814]",3,2,1,House,Ace Real Estate,3013,"{'distance': 584.4, 'duration': 84.1}","{'distance': 591.8, 'duration': 102.4}","{'distance': 3153.0, 'duration': 387.6}","{'distance': 11189.2, 'duration': 1033.8}"
996,73 Francis Street Yarraville VIC 3013,650.0,"[-37.821504, 144.891792]",3,2,2,House,Jas Stephens Real Estate Yarraville,3013,"{'distance': 428.6, 'duration': 64.2}","{'distance': 1101.3, 'duration': 120.0}","{'distance': 1021.9, 'duration': 163.5}","{'distance': 8246.4, 'duration': 867.2}"
997,150a Stephen Street Yarraville VIC 3013,600.0,"[-37.818449, 144.893776]",3,1,1,Townhouse,hockingstuart Yarraville,3013,"{'distance': 203.8, 'duration': 40.4}","{'distance': 649.3, 'duration': 108.3}","{'distance': 628.1, 'duration': 110.0}","{'distance': 7784.8, 'duration': 853.7}"
998,39 Cecil Street Yarraville VIC 3013,700.0,"[-37.8142341, 144.8807936]",4,2,0,House,Village Real Estate Seddon,3013,"{'distance': 456.9, 'duration': 68.2}","{'distance': 869.8, 'duration': 129.3}","{'distance': 1420.9, 'duration': 217.1}","{'distance': 8675.0, 'duration': 955.6}"
999,6 Frederick Street Yarraville VIC 3013,500.0,"[-37.8194623, 144.8980734]",2,1,2,House,Buxton Inner West,3013,"{'distance': 333.3, 'duration': 37.1}","{'distance': 1089.7, 'duration': 150.7}","{'distance': 1011.8, 'duration': 151.8}","{'distance': 7444.7, 'duration': 798.2}"
1000,4/10 Schild Street Yarraville VIC 3013,370.0,"[-37.8166819, 144.8937101]",2,1,1,Apartment / Unit / Flat,Douglas Kay Estate Agents,3013,"{'distance': 339.3, 'duration': 66.8}","{'distance': 461.2, 'duration': 61.5}","{'distance': 383.4, 'duration': 62.6}","{'distance': 7638.7, 'duration': 831.4}"
1001,107/83 Gamon Street Yarraville VIC 3013,485.0,"[-37.81035, 144.889922]",2,1,1,Apartment / Unit / Flat,Jas Stephens Real Estate Yarraville,3013,"{'distance': 347.3, 'duration': 57.6}","{'distance': 721.2, 'duration': 86.4}","{'distance': 1298.5, 'duration': 188.5}","{'distance': 8080.5, 'duration': 872.7}"
1002,10 Cuming Street Yarraville VIC 3013,490.0,"[-37.8153717, 144.8865961]",2,1,0,House,Jas Stephens Real Estate Yarraville,3013,"{'distance': 299.6, 'duration': 50.2}","{'distance': 266.9, 'duration': 46.4}","{'distance': 835.7, 'duration': 137.4}","{'distance': 8206.3, 'duration': 890.5}"
1003,22 Stooke Street Yarraville VIC 3013,595.0,"[-37.816699, 144.8641619]",3,1,2,House,Village Real Estate Seddon,3013,"{'distance': 492.5, 'duration': 74.9}","{'distance': 1124.9, 'duration': 183.6}","{'distance': 2570.6, 'duration': 304.1}","{'distance': 11373.6, 'duration': 1026.9}"
1004,445 Geelong Road Yarraville VIC 3013,400.0,"[-37.8120146, 144.8678575]",2,1,1,House,Trimson Partners,3013,"{'distance': 437.9, 'duration': 74.6}","{'distance': 544.8, 'duration': 106.4}","{'distance': 2388.4, 'duration': 245.7}","{'distance': 9647.2, 'duration': 1051.4}"
1005,47 Bellairs Avenue Yarraville VIC 3013,480.0,"[-37.8116228, 144.8936886]",2,1,0,Townhouse,Village Real Estate Seddon,3013,"{'distance': 1419.6, 'duration': 209.6}","{'distance': 1264.8, 'duration': 174.5}","{'distance': 339.3, 'duration': 61.1}","{'distance': 7347.0, 'duration': 801.7}"
1006,15/123 Anderson Street Yarraville VIC 3013,560.0,"[-37.8163339, 144.8860261]",2,1,1,Townhouse,Hodges Yarraville,3013,"{'distance': 267.2, 'duration': 36.6}","{'distance': 246.3, 'duration': 38.0}","{'distance': 797.4, 'duration': 125.8}","{'distance': 8309.2, 'duration': 909.4}"
1007,4 Stewart Street Yarraville VIC 3013,620.0,"[-37.8104855, 144.8876707]",3,1,1,House,Nelson Alexander Flemington,3013,"{'distance': 484.2, 'duration': 72.9}","{'distance': 953.6, 'duration': 138.4}","{'distance': 1344.5, 'duration': 210.2}","{'distance': 8232.2, 'duration': 910.1}"
1008,5 Forrest Street Yarraville VIC 3013,720.0,"[-37.8140056, 144.8848338]",3,1,0,House,hockingstuart Yarraville,3013,"{'distance': 437.9, 'duration': 73.9}","{'distance': 593.4, 'duration': 98.8}","{'distance': 1162.2, 'duration': 189.8}","{'distance': 8225.5, 'duration': 896.5}"
1009,607/125 Francis Street Yarraville VIC 3013,600.0,"[-37.8210361, 144.8870044]",2,2,1,Apartment / Unit / Flat,hockingstuart Yarraville,3013,"{'distance': 67.3, 'duration': 6.6}","{'distance': 677.4, 'duration': 80.0}","{'distance': 1228.5, 'duration': 167.8}","{'distance': 9996.3, 'duration': 898.4}"
1010,30 Castlemaine Street Yarraville VIC 3013,610.0,"[-37.8147659, 144.8927429]",3,1,0,House,Jas Stephens Real Estate Yarraville,3013,"{'distance': 327.0, 'duration': 58.9}","{'distance': 546.5, 'duration': 85.1}","{'distance': 339.7, 'duration': 64.5}","{'distance': 7538.8, 'duration': 831.0}"
1011,30 Ovens Street Yarraville VIC 3013,730.0,"[-37.8181423, 144.8918402]",5,1,3,House,Hodges Yarraville,3013,"{'distance': 240.8, 'duration': 43.3}","{'distance': 476.2, 'duration': 77.1}","{'distance': 634.9, 'duration': 111.5}","{'distance': 7957.8, 'duration': 884.8}"
1012,364 Francis Street Yarraville VIC 3013,385.0,"[-37.8180345, 144.8647635]",2,1,2,House,Sweeney Estate Agents Yarraville,3013,"{'distance': 496.6, 'duration': 47.1}","{'distance': 1256.3, 'duration': 173.5}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 11152.0, 'duration': 998.5}"
1013,166 Roberts Street Yarraville VIC 3013,560.0,"[-37.8149986, 144.8685881]",2,2,1,Townhouse,Edward Thomas,3013,"{'distance': 335.0, 'duration': 58.7}","{'distance': 528.1, 'duration': 91.1}","{'distance': 2661.1, 'duration': 284.3}","{'distance': 11321.3, 'duration': 1039.9}"
1014,35 Sussex Street Yarraville VIC 3013,630.0,"[-37.8199287, 144.8911954]",3,1,2,House,Hodges Yarraville,3013,"{'distance': 383.6, 'duration': 69.1}","{'distance': 619.1, 'duration': 102.8}","{'distance': 777.7, 'duration': 137.2}","{'distance': 8153.3, 'duration': 899.8}"
1015,41 Mackay Street Yarraville VIC 3013,525.0,"[-37.8100802, 144.8905506]",3,1,0,House,Village Real Estate Seddon,3013,"{'distance': 220.3, 'duration': 39.7}","{'distance': 722.1, 'duration': 91.4}","{'distance': 1425.4, 'duration': 206.5}","{'distance': 7817.1, 'duration': 882.1}"
1016,75 Bayview Road Yarraville VIC 3013,460.0,"[-37.8118544, 144.8854785]",3,1,0,House,Jas Stephens Real Estate Yarraville,3013,"{'distance': 703.6, 'duration': 94.0}","{'distance': 839.3, 'duration': 106.2}","{'distance': 1408.1, 'duration': 197.1}","{'distance': 8267.3, 'duration': 897.6}"
1017,2/25 Somerville Road Yarraville VIC 3013,525.0,"[-37.8124513, 144.8783437]",2,2,1,Townhouse,Jas Stephens Real Estate Yarraville,3013,"{'distance': 545.3, 'duration': 66.4}","{'distance': 690.6, 'duration': 62.8}","{'distance': 1897.6, 'duration': 244.8}","{'distance': 8756.8, 'duration': 945.3}"
