,Name,Cost,Coordinates,Bed,Bath,Parking,Property_Type,Agency,Postcode,Nearby_Schools,Primary_Distance,Secondary_Distance
13058,56 Circle Drive North Cranbourne VIC 3977,410.0,"[-38.0938799, 145.2783709]",3,2,2,House,Casey Estate Agents,3977,292,"{'distance': 1303.7, 'duration': 118.6}","{'distance': 2400.1, 'duration': 232.0}"
13059,50 Childers Street Cranbourne VIC 3977,305.0,"[-38.1128161, 145.2887352]",1,1,1,House,Casey Estate Agents,3977,248,"{'distance': 195.4, 'duration': 36.8}","{'distance': 615.1, 'duration': 81.7}"
13060,33 Dearing Avenue Cranbourne VIC 3977,550.0,"[-38.1057616, 145.2788675]",2,1,1,House,Harcourts First,3977,270,"{'distance': 410.2, 'duration': 61.7}","{'distance': 1283.6, 'duration': 164.5}"
13061,8 Shiels Street Cranbourne East VIC 3977,650.0,"[-38.1172861, 145.3054935]",5,3,2,House,Area Specialist Casey,3977,209,"{'distance': 1058.9, 'duration': 150.7}","{'distance': 2104.4, 'duration': 332.9}"
13062,1 Fiona Drive Cranbourne South VIC 3977,995.0,"[-38.1519658, 145.2761583]",4,2,5,Acreage / Semi-Rural,OBrien Real Estate Cranbourne,3977,237,"{'distance': 2171.0, 'duration': 203.7}","{'distance': 3850.8, 'duration': 272.7}"
13063,116 Courtenay Avenue Cranbourne North VIC 3977,450.0,"[-38.081581, 145.285327]",3,2,2,House,OBrien Real Estate Cranbourne,3977,315,"{'distance': 317.1, 'duration': 66.6}","{'distance': 2207.6, 'duration': 239.3}"
13064,48 Childers Street Cranbourne VIC 3977,305.0,"[-38.1127551, 145.288614]",1,1,0,House,Casey Estate Agents,3977,248,"{'distance': 183.9, 'duration': 34.8}","{'distance': 626.6, 'duration': 83.8}"
13065,52 Childers Street Cranbourne VIC 3977,305.0,"[-38.112789, 145.289034]",1,1,0,House,Casey Estate Agents,3977,248,"{'distance': 220.8, 'duration': 41.4}","{'distance': 589.7, 'duration': 77.1}"
13066,2/52 Childers Street Cranbourne VIC 3977,305.0,"[-38.112789, 145.289034]",0,1,1,House,Casey Estate Agents,3977,248,"{'distance': 220.8, 'duration': 41.4}","{'distance': 589.7, 'duration': 77.1}"
13067,83 Nelson Street Cranbourne East VIC 3977,460.0,"[-38.1232169, 145.3029234]",4,2,2,House,Biggin & Scott Box Hill,3977,212,"{'distance': 676.8, 'duration': 80.3}","{'distance': 2595.9, 'duration': 294.1}"
13068,3 Chatham Close Cranbourne East VIC 3977,470.0,"[-38.0981563, 145.2986689]",4,2,2,House,All Avenues Real Estate,3977,234,"{'distance': 2510.7, 'duration': 280.6}","{'distance': 1719.1, 'duration': 272.8}"
13069,19 Maywood Road Cranbourne South VIC 3977,650.0,"[-38.16301, 145.2511921]",4,2,2,Acreage / Semi-Rural,YOUR EXPERT REAL ESTATE - CASEY,3977,228,"{'distance': 2412.3, 'duration': 243.2}","{'distance': 7401.4, 'duration': 547.9}"
13070,30 Silky Oak Drive Cranbourne VIC 3977,410.0,"[-38.086883, 145.287634]",4,2,2,House,LJ Hooker Hampton Park ,3977,296,"{'distance': 205.6, 'duration': 37.9}","{'distance': 2517.7, 'duration': 267.8}"
13071,21 Morningside Boulevard Cranbourne West VIC 3977,535.0,"[-38.0957559, 145.2502588]",4,2,2,House,Spectrum Real Estate,3977,333,"{'distance': 2364.2, 'duration': 211.8}","{'distance': 1638.2, 'duration': 178.4}"
13072,6 Hogan Street Cranbourne East VIC 3977,400.0,"[-38.0980275, 145.3204621]",3,2,2,House,All About Rentals,3977,192,"{'distance': 2290.0, 'duration': 369.6}","{'distance': 2336.9, 'duration': 360.8}"
13073,8 Nature Circuit Cranbourne North VIC 3977,500.0,"[-38.0802572, 145.2981722]",4,2,2,House,Harcourts Narre Warren South,3977,272,"{'distance': 1743.6, 'duration': 217.6}","{'distance': 3945.1, 'duration': 400.4}"
13074,17 Peregrine Street Cranbourne North VIC 3977,450.0,"[-38.073184, 145.3174811]",3,2,2,House,First National Real Estate Neilson Partners Narre Warren,3977,225,"{'distance': 2640.6, 'duration': 243.4}","{'distance': 1227.1, 'duration': 161.3}"
13075,20 Nerrena Rise Cranbourne West VIC 3977,405.0,"[-38.0962894, 145.2582504]",3,2,2,House,LJ Hooker Hampton Park ,3977,328,"{'distance': 1822.3, 'duration': 214.4}","{'distance': 2438.2, 'duration': 235.3}"
13076,29 Brittle Gum Road Cranbourne East VIC 3977,470.0,"[-38.126793, 145.3044283]",3,2,2,House,All Avenues Real Estate,3977,211,"{'distance': 1263.8, 'duration': 154.5}","{'distance': 3385.6, 'duration': 242.4}"
13077,1 Rachel Drive Cranbourne North VIC 3977,400.0,"[-38.06874699999999, 145.2665253]",3,1,1,Apartment / Unit / Flat,LJ Hooker Hampton Park ,3977,354,"{'distance': 1844.5, 'duration': 213.6}","{'distance': 1143.1, 'duration': 137.5}"
13078,53 Encore Blvd Cranbourne South VIC 3977,600.0,"[-38.12754, 145.2349229]",4,2,3,House,Ray White Carrum Downs,3977,335,"{'distance': 3725.4, 'duration': 343.8}","{'distance': 4418.2, 'duration': 422.8}"
13079,21 Guinea Flower Drive Cranbourne West VIC 3977,450.0,"[-38.1142677, 145.2454941]",3,2,2,House,YOUR EXPERT REAL ESTATE - CASEY,3977,334,"{'distance': 897.0, 'duration': 97.1}","{'distance': 1214.3, 'duration': 191.4}"
13080,16 Alarah Boulevard Cranbourne West VIC 3977,440.0,"[-38.1100631, 145.2457773]",3,2,2,Townhouse,Care Property Management,3977,359,"{'distance': 1195.0, 'duration': 127.0}","{'distance': 874.3, 'duration': 155.4}"
13081,29 Lineham Drive Cranbourne East VIC 3977,500.0,"[-38.1230563, 145.2929677]",4,2,2,House,Wise Group,3977,228,"{'distance': 862.3, 'duration': 99.1}","{'distance': 2515.9, 'duration': 302.0}"
13082,15 Cerbera Bend Cranbourne North VIC 3977,550.0,"[-38.0734535, 145.3211347]",4,2,2,House,Harcourts Mornington,3977,222,"{'distance': 2050.2, 'duration': 203.5}","{'distance': 1365.0, 'duration': 169.6}"
13083,49 Flicka Boulevard Cranbourne West VIC 3977,460.0,"[-38.1051685, 145.2500196]",3,2,2,House,Changing Places Real Estate Consultants,3977,333,"{'distance': 2055.3, 'duration': 206.4}","{'distance': 535.4, 'duration': 89.6}"
13084,25 Cilroy Crescent Cranbourne South VIC 3977,550.0,"[-38.1226436, 145.2351638]",4,2,2,House,All About Rentals,3977,342,"{'distance': 4321.0, 'duration': 407.8}","{'distance': 4567.6, 'duration': 436.9}"
13085,23 Cilroy Crescent Cranbourne South VIC 3977,550.0,"[-38.1226436, 145.2351638]",4,2,2,House,All About Rentals,3977,342,"{'distance': 4321.0, 'duration': 407.8}","{'distance': 4567.6, 'duration': 436.9}"
13086,28 Remus Circuit Cranbourne West VIC 3977,400.0,"[-38.104007, 145.2513648]",2,1,1,House,Only Estate Agents Cranbourne North ,3977,334,"{'distance': 3084.5, 'duration': 299.9}","{'distance': 857.0, 'duration': 145.3}"
13087,4 Douglas Court Cranbourne West VIC 3977,530.0,"[-38.1023343, 145.2571064]",4,2,0,House,Aston Rose Real Estate,3977,328,"{'distance': 1017.4, 'duration': 119.2}","{'distance': 1607.0, 'duration': 167.3}"
13088,18 Formby Place Cranbourne VIC 3977,550.0,"[-38.120047, 145.2529189]",4,2,2,House,LJ Hooker Hampton Park ,3977,316,"{'distance': 1474.7, 'duration': 170.1}","{'distance': 1617.1, 'duration': 160.1}"
13089,28 Scott Street Cranbourne VIC 3977,330.0,"[-38.1097969, 145.2804653]",3,1,2,House, Century 21 Property Specialists,3977,265,"{'distance': 309.7, 'duration': 74.3}","{'distance': 1110.8, 'duration': 180.3}"
13090,20 Forton Crescent Cranbourne West VIC 3977,495.0,"[-38.1012794, 145.2446739]",4,2,2,House,Wise Group,3977,331,"{'distance': 3145.1, 'duration': 391.8}","{'distance': 1625.3, 'duration': 275.1}"
13091,14 Amity Way Cranbourne West VIC 3977,480.0,"[-38.090539, 145.2671443]",4,2,2,House,All Avenues Real Estate,3977,318,"{'distance': 3594.7, 'duration': 343.1}","{'distance': 4425.2, 'duration': 472.7}"
13092,13 Houndsforth Street Cranbourne East VIC 3977,450.0,"[-38.103317, 145.2953215]",3,2,2,House,All Avenues Real Estate,3977,245,"{'distance': 1517.5, 'duration': 178.9}","{'distance': 1517.5, 'duration': 178.9}"
13093,20 Whitegum Way Cranbourne North VIC 3977,440.0,"[-38.0816587, 145.2969196]",3,2,2,House,Harcourts Narre Warren South,3977,275,"{'distance': 1795.9, 'duration': 231.9}","{'distance': 3997.4, 'duration': 414.7}"
13094,2/16 Stawell Street Cranbourne VIC 3977,340.0,"[-38.1088168, 145.2862931]",2,1,1,Apartment / Unit / Flat,Just Realty International,3977,252,"{'distance': 561.3, 'duration': 121.3}","{'distance': 188.5, 'duration': 37.4}"
13095,99 Endeavour Drive Cranbourne North VIC 3977,480.0,"[-38.0760709, 145.2640573]",4,2,4,House,LJ Hooker Hampton Park ,3977,357,"{'distance': 385.4, 'duration': 35.5}","{'distance': 1291.7, 'duration': 120.0}"
13096,53 Toirram Crescent Cranbourne VIC 3977,430.0,"[-38.0822841, 145.2681158]",3,2,1,House,Harcourts Narre Warren South,3977,343,"{'distance': 2118.3, 'duration': 244.5}","{'distance': 2042.8, 'duration': 250.4}"
13097,6 Fairbairn Road Cranbourne VIC 3977,420.0,"[-38.1107595, 145.2717427]",3,2,2,House,Century 21 Casey,3977,278,"{'distance': 1003.6, 'duration': 111.9}","{'distance': 2360.8, 'duration': 231.9}"
13098,57 Pitfield Avenue Cranbourne East VIC 3977,430.0,"[-38.0934591, 145.3011419]",4,2,2,House,LJ Hooker Hampton Park ,3977,225,"{'distance': 1892.3, 'duration': 270.4}","{'distance': 2921.9, 'duration': 352.5}"
13099,14 Saint Mellion Court Cranbourne VIC 3977,600.0,"[-38.1164367, 145.2650719]",4,2,2,House,Century 21 Casey,3977,279,"{'distance': 2477.7, 'duration': 269.7}","{'distance': 2326.8, 'duration': 219.4}"
13100,1 Baildor Court Cranbourne VIC 3977,500.0,"[-38.1216722, 145.2574733]",4,2,2,House,Harcourts JT & Co,3977,292,"{'distance': 1865.8, 'duration': 188.7}","{'distance': 2008.2, 'duration': 178.6}"
13101,6/50 Mccormicks Road Skye VIC 3977,400.0,"[-38.1125188, 145.195499]",2,2,1,Apartment / Unit / Flat,Harcourts Real Estate Carrum Downs,3977,313,"{'distance': 1227.7, 'duration': 179.8}","{'distance': 2027.8, 'duration': 168.6}"
13102,9 Guineas Street Cranbourne East VIC 3977,470.0,"[-38.1288525, 145.306817]",4,2,2,House,All About Rentals,3977,208,"{'distance': 1887.6, 'duration': 256.4}","{'distance': 4431.7, 'duration': 391.2}"
13103,26 Clarendon Street Cranbourne VIC 3977,400.0,"[-38.1048906, 145.275413]",3,2,2,House,LJ Hooker Cranbourne,3977,269,"{'distance': 307.8, 'duration': 72.0}","{'distance': 1789.5, 'duration': 218.7}"
13104,42 Waterman Drive Cranbourne South VIC 3977,580.0,"[-38.1234574, 145.3321327]",4,2,2,House,LJ Hooker Cranbourne,3977,176,"{'distance': 95.3, 'duration': 12.9}","{'distance': 1206.5, 'duration': 217.2}"
13105,9 Deegan Way Cranbourne East VIC 3977,500.0,"[-38.1251718, 145.2991627]",4,2,2,House,LJ Hooker Cranbourne,3977,221,"{'distance': 713.9, 'duration': 75.2}","{'distance': 2441.7, 'duration': 295.4}"
13106,15 Gwenton Avenue Cranbourne East VIC 3977,500.0,"[-38.1162127, 145.2913049]",4,2,2,House,Coronis Casey,3977,236,"{'distance': 976.1, 'duration': 138.5}","{'distance': 1230.8, 'duration': 151.9}"
13107,6 Woolly Parade Clyde North VIC 3978,600.0,"[-38.1047378, 145.3800489]",4,2,2,House,Real Estate Services by Mirvac,3978,105,"{'distance': 953.8, 'duration': 172.2}","{'distance': 3243.1, 'duration': 522.9}"
13108,9 Saltbreeze Circuit Clyde VIC 3978,450.0,"[-38.1323862, 145.3201683]",3,2,2,Townhouse,Ray White Mordialloc,3978,194,"{'distance': 1048.3, 'duration': 139.7}","{'distance': 5705.1, 'duration': 400.1}"
13109,35 Kilmarnock Way Clyde North VIC 3978,420.0,"[-38.10549839999999, 145.3211101]",3,2,2,House,OBrien Real Estate Cranbourne,3978,187,"{'distance': 706.8, 'duration': 169.6}","{'distance': 2139.3, 'duration': 295.1}"
13110,21 Hearthstone Circuit Clyde North VIC 3978,490.0,"[-38.1108098, 145.3287992]",4,2,2,House,Century 21 South Eastern,3978,195,"{'distance': 1344.9, 'duration': 232.8}","{'distance': 2705.2, 'duration': 375.4}"
13111,21 Pump House Crescent Clyde VIC 3978,500.0,"[-38.121485, 145.3344178]",4,2,2,House,OBrien Real Estate Pakenham,3978,176,"{'distance': 370.6, 'duration': 44.0}","{'distance': 1325.4, 'duration': 211.2}"
13112,1 Birchmore Place Clyde North VIC 3978,440.0,"[-38.10468729999999, 145.3224927]",3,2,1,Townhouse,OBrien Real Estate Cranbourne,3978,190,"{'distance': 1048.5, 'duration': 251.6}","{'distance': 2162.8, 'duration': 300.7}"
13113,26 Freiberger Grove Clyde North VIC 3978,485.0,"[-38.1163037, 145.3207529]",4,2,2,House,OBrien Real Estate Cranbourne,3978,190,"{'distance': 969.2, 'duration': 118.9}","{'distance': 2993.2, 'duration': 351.3}"
13114,29 Lucid Crescent Clyde VIC 3978,490.0,"[-38.1246016, 145.3582124]",4,2,2,House,Hodges Mentone/Chelsea,3978,147,"{'distance': 2751.3, 'duration': 288.8}","{'distance': 3518.7, 'duration': 415.9}"
13115,45 Baseline Way Clyde VIC 3978,450.0,"[-38.1307842, 145.3178665]",4,2,2,House,Hodges Cranbourne,3978,191,"{'distance': 1065.3, 'duration': 146.6}","{'distance': 5722.2, 'duration': 407.1}"
13116,20 Knightsford Avenue Clyde VIC 3978,500.0,"[-38.123332, 145.3419799]",4,2,2,House,Ray White Cranbourne,3978,168,"{'distance': 1583.7, 'duration': 183.4}","{'distance': 1053.2, 'duration': 223.0}"
13117,8 Cropping Street Clyde North VIC 3978,495.0,"[-38.1042218, 145.386116]",4,2,2,House,Casey Estate Agents,3978,104,"{'distance': 1457.2, 'duration': 293.0}","{'distance': 3746.4, 'duration': 643.7}"
13118,40 Karabair Street Clyde North VIC 3978,475.0,"[-38.1072676, 145.3274613]",4,2,2,House,Ray White Cranbourne,3978,193,"{'distance': 1023.5, 'duration': 188.4}","{'distance': 2829.7, 'duration': 341.2}"
13119,6 Cecil Lane Clyde VIC 3978,700.0,"[-38.1260928, 145.3280662]",4,2,2,House,Ray White Cranbourne,3978,181,"{'distance': 630.7, 'duration': 148.7}","{'distance': 1716.1, 'duration': 348.3}"
13120,83 Skylark Boulevard Clyde North VIC 3978,575.0,"[-38.0818336, 145.3713834]",4,2,2,House,Longview Real Estate,3978,177,"{'distance': 278.7, 'duration': 50.7}","{'distance': 1267.5, 'duration': 141.1}"
13121,9 Outfield Road Clyde VIC 3978,460.0,"[-38.1274857, 145.3184281]",4,2,2,House,Ray White Cranbourne,3978,191,"{'distance': 1246.0, 'duration': 184.4}","{'distance': 5902.8, 'duration': 444.9}"
13122,12 CURZON STREET Clyde North VIC 3978,425.0,"[-38.1063063, 145.336103]",3,2,2,House,UpHill Real Estate,3978,183,"{'distance': 1654.8, 'duration': 268.4}","{'distance': 4332.0, 'duration': 518.2}"
13123,11 Kershope View Clyde North VIC 3978,500.0,"[-38.1146276, 145.3427578]",4,2,2,House,Ray White Cranbourne,3978,164,"{'distance': 947.4, 'duration': 162.0}","{'distance': 2486.1, 'duration': 366.5}"
13124,24 Swanston Street Clyde North VIC 3978,570.0,"[-38.1257017, 145.3315988]",4,2,2,House,Harcourts Cranbourne,3978,176,"{'distance': 432.6, 'duration': 85.1}","{'distance': 1361.3, 'duration': 263.2}"
13125,38 Swanston Street Clyde VIC 3978,550.0,"[-38.1273077, 145.3310816]",4,2,2,House,Harcourts Cranbourne,3978,176,"{'distance': 619.0, 'duration': 129.8}","{'distance': 1528.7, 'duration': 303.3}"
13126,15 Elsey Way Clyde North VIC 3978,400.0,"[-38.1167997, 145.3382636]",3,2,1,House,Harcourts Cranbourne,3978,173,"{'distance': 318.0, 'duration': 53.3}","{'distance': 1822.3, 'duration': 279.0}"
13127,43 Bellman Avenue Clyde VIC 3978,475.0,"[-38.1237646, 145.3401184]",3,2,2,House,Ray White Cranbourne,3978,169,"{'distance': 994.8, 'duration': 150.7}","{'distance': 916.2, 'duration': 206.1}"
13128,30 Salim Way Clyde North VIC 3978,475.0,"[-38.1133286, 145.3270134]",4,2,1,House,Area Specialist Casey,3978,190,"{'distance': 1518.3, 'duration': 254.3}","{'distance': 2763.1, 'duration': 394.4}"
13129,10 Switch Street Clyde VIC 3978,450.0,"[-38.1307209, 145.3162642]",3,2,2,House,Area Specialist Keysborough,3978,192,"{'distance': 1223.0, 'duration': 169.3}","{'distance': 5879.8, 'duration': 429.8}"
13130,21 Thornell Street Clyde North VIC 3978,490.0,"[-38.1067044, 145.3333429]",4,2,2,House,Peake Real Estate,3978,184,"{'distance': 1433.0, 'duration': 218.9}","{'distance': 3514.0, 'duration': 465.2}"
13131,5 Walhallow Drive Clyde North VIC 3978,520.0,"[-38.1142971, 145.3457562]",4,2,2,House,Casey Estate Agents,3978,155,"{'distance': 1149.8, 'duration': 211.6}","{'distance': 2688.5, 'duration': 416.1}"
13132,7 Walhallow Drive Clyde North VIC 3978,520.0,"[-38.1143028, 145.3458511]",4,2,2,House,Casey Estate Agents,3978,155,"{'distance': 1158.1, 'duration': 213.5}","{'distance': 2696.8, 'duration': 418.1}"
13133,1 Pedro Street Clyde North VIC 3978,600.0,"[-38.097331, 145.3659024]",4,2,2,House,Milestone Real Estate,3978,143,"{'distance': 3133.5, 'duration': 385.2}","{'distance': 3133.5, 'duration': 385.2}"
13134,8 Ventasso Street Clyde North VIC 3978,440.0,"[-38.1139924, 145.3244801]",3,2,2,House,Ray White Cranbourne,3978,191,"{'distance': 1380.8, 'duration': 240.4}","{'distance': 2630.2, 'duration': 373.1}"
13135,8 Kamona Street Clyde VIC 3978,465.0,"[-38.1261735, 145.3197966]",4,2,2,House,Ray White Cranbourne,3978,191,"{'distance': 1301.6, 'duration': 174.4}","{'distance': 5958.5, 'duration': 434.9}"
13136,12 Trainers Way Clyde North VIC 3978,480.0,"[-38.1180087, 145.3402624]",3,2,2,House,Area Specialist Casey,3978,171,"{'distance': 581.1, 'duration': 88.0}","{'distance': 1872.1, 'duration': 286.2}"
13137,3 Mabillon Way Clyde North VIC 3978,470.0,"[-38.0974266, 145.3618389]",4,2,2,House,Ray White Cranbourne,3978,147,"{'distance': 2875.0, 'duration': 329.8}","{'distance': 2875.0, 'duration': 329.8}"
13138,24 Keskadale Way Clyde North VIC 3978,500.0,"[-38.11917, 145.3441316]",4,2,2,House,Harcourts Cranbourne,3978,165,"{'distance': 1152.8, 'duration': 212.3}","{'distance': 2711.2, 'duration': 374.0}"
13139,10 Quintino Walk Clyde North VIC 3978,500.0,"[-38.1108098, 145.3287992]",4,3,2,House,Casey Estate Agents,3978,195,"{'distance': 1344.9, 'duration': 232.8}","{'distance': 2705.2, 'duration': 375.4}"
13140,2110 Ballarto Road Clyde VIC 3978,420.0,"[-38.1421112, 145.3917413]",3,1,4,House,Finning First National  ,3978,114,"{'distance': 2792.1, 'duration': 167.5}","{'distance': 6409.1, 'duration': 620.7}"
13141,31 Maeve Circuit Clyde North VIC 3978,450.0,"[-38.1000345, 145.3232188]",4,3,2,House,LITTLE Real Estate Victoria,3978,193,"{'distance': 1777.9, 'duration': 282.3}","{'distance': 2255.8, 'duration': 277.3}"
13142,20 Cherokee Parade Clyde VIC 3978,510.0,"[-38.1247115, 145.3561779]",4,2,2,House,Milestone Real Estate,3978,148,"{'distance': 2615.6, 'duration': 249.8}","{'distance': 3383.0, 'duration': 377.0}"
13143,19 Keskadale Way Clyde North VIC 3978,430.0,"[-38.11917, 145.3441316]",3,2,1,House,Hodges Cranbourne,3978,165,"{'distance': 1152.8, 'duration': 212.3}","{'distance': 2711.2, 'duration': 374.0}"
13144,13 Serengeti Street Clyde North VIC 3978,450.0,"[-38.0957477, 145.3454803]",3,2,1,House,Ray White Cranbourne,3978,170,"{'distance': 4055.0, 'duration': 459.3}","{'distance': 4055.0, 'duration': 459.3}"
13145,22 Apium Street Clyde VIC 3978,460.0,"[-38.1275687, 145.3294595]",4,2,1,Townhouse,Barry Plant (Croydon Sales),3978,180,"{'distance': 803.1, 'duration': 174.0}","{'distance': 1718.0, 'duration': 348.7}"
13146,16 Selandra Boulevard Clyde North VIC 3978,440.0,"[-38.1059942, 145.3247285]",3,2,2,Townhouse,UpHill Real Estate,3978,189,"{'distance': 812.0, 'duration': 157.7}","{'distance': 2477.7, 'duration': 290.6}"
13147,4 Manoora Avenue Clyde North VIC 3978,485.0,"[-38.0805501, 145.3565874]",4,2,2,House,Harcourts Cranbourne,3978,191,"{'distance': 1161.7, 'duration': 176.7}","{'distance': 1161.7, 'duration': 176.7}"
13148,90 Manton Road Clyde North VIC 3978,495.0,"[-38.1039928, 145.3823724]",4,2,2,House,Area Specialist Casey,3978,115,"{'distance': 1128.4, 'duration': 214.1}","{'distance': 3417.7, 'duration': 564.8}"
13149,100 Glenelg Street Clyde North VIC 3978,480.0,"[-38.1006878, 145.3302265]",4,2,2,House,OBrien Real Estate Wantirna,3978,211,"{'distance': 2486.1, 'duration': 385.9}","{'distance': 2964.1, 'duration': 380.8}"
13150,8 Paso Grove Clyde North VIC 3978,480.0,"[-38.1141156, 145.3249553]",4,2,1,House,Barry Plant Narre Warren,3978,191,"{'distance': 1716.0, 'duration': 185.7}","{'distance': 2673.5, 'duration': 379.4}"
13151,175 Ernstbrook Drive Clyde VIC 3978,520.0,"[-38.1266537, 145.3570699]",4,2,2,House,Diamond Property Management,3978,148,"{'distance': 2928.2, 'duration': 289.5}","{'distance': 3695.7, 'duration': 416.7}"
13152,12 Great Banjo Street Clyde North VIC 3978,520.0,"[-38.1077756, 145.3380907]",4,2,2,House,All Avenues Real Estate,3978,178,"{'distance': 921.4, 'duration': 217.1}","{'distance': 3077.8, 'duration': 502.6}"
13153,27 Sigma Way Clyde North VIC 3978,390.0,"[-38.1108098, 145.3287992]",2,1,1,House,Only Estate Agents Cranbourne North ,3978,195,"{'distance': 1344.9, 'duration': 232.8}","{'distance': 2705.2, 'duration': 375.4}"
13154,34 Ironstone Crescent Clyde VIC 3978,500.0,"[-38.1284823, 145.3217471]",4,2,2,House,Barry Plant Narre Warren,3978,190,"{'distance': 845.8, 'duration': 112.8}","{'distance': 5502.6, 'duration': 373.3}"
