,Name,Cost,Coordinates,Bed,Bath,Parking,Property_Type,Agency,Postcode
3514,46 Princes St Carlton North VIC 3054,550,"[-37.7926524, 144.9740802]",2,1,−,House,Mayfair Property Management,3054.0
3515,8/1086 Lygon Street Carlton North VIC 3054,380.00,"[-37.7801763, 144.9706439]",1,1,1,Apartment / Unit / Flat,Woodards,3054.0
3516,1/172 Princes Street Carlton North VIC 3054,550,"[-37.792156, 144.969394]",2,1,1,Apartment / Unit / Flat,Rendina Real Estate,3054.0
3517,406 Station Street Carlton North VIC 3054,590.00,"[-37.7871796, 144.9759735]",2,1,1,House,Woodards,3054.0
3518,6/1009 Rathdowne Street Carlton North VIC 3054,720.00,"[-37.78041, 144.9732061]",2,2,1,Townhouse,Woodards,3054.0
3519,465 Station Street Carlton North VIC 3054,"1,000","[-37.78562420000001, 144.9756938]",3,2,−,House,Woodards,3054.0
3520,690 Canning Street Carlton North VIC 3054,880.00,"[-37.7804667, 144.9761779]",4,1,−,House,Woodards,3054.0
3521,147 Pigdon Street Carlton North VIC 3054,850,"[-37.7822945, 144.97223]",3,1,1,House,ASL Real Estate,3054.0
3522,786 Drummond Street Carlton North VIC 3054,675.00,"[-37.7861574, 144.9712404]",3,1,−,House,Jellis Craig Fitzroy,3054.0
3523,144 Princes Street Carlton North VIC 3054,780,"[-37.7923128, 144.9706596]",3,1,−,House,Nelson Alexander | Carlton,3054.0
3524,69 Curtain Street Carlton North VIC 3054,570.00,"[-37.7889376, 144.9714448]",2,1,−,House,Nelson Alexander | Carlton,3054.0
3525,397 Canning Street Carlton North VIC 3054,1300,"[-37.7871797, 144.9743599]",4,3,1,House,Nelson Alexander | Carlton,3054.0
3526,507 Station Street Carlton North VIC 3054,825.00,"[-37.7844978, 144.9760058]",3,1,−,House,Nelson Alexander Fitzroy,3054.0
3527,367 Station Street Carlton North VIC 3054,700,"[-37.7881417, 144.9752312]",2,1,1,House,Nelson Alexander | Carlton,3054.0
3528,1/1094-1096 Lygon Street Carlton North VIC 3054,520.00,"[-37.77994899999999, 144.970659]",2,1,−,Apartment / Unit / Flat,LITTLE Real Estate Victoria,3054.0
3529,5/26 Garton Street Princes Hill VIC 3054,395,"[-37.7843225, 144.9640876]",1,1,1,Apartment / Unit / Flat, Elite Real Estate,3054.0
3530,17/980 Lygon Street Carlton North VIC 3054,300.00,"[-37.7829499, 144.9703691]",1,1,−,Apartment / Unit / Flat,LITTLE Real Estate Victoria,3054.0
3531,587 Lygon Street Carlton North VIC 3054,630,"[-37.78253369999999, 144.9696807]",3,1,−,House,Nelson Alexander Northcote,3054.0
3532,74 Arnold Street Princes Hill VIC 3054,700,"[-37.7832346, 144.9655073]",3,1,2,House,Nelson Alexander | Carlton,3054.0
3533,1210/570 Lygon Street Carlton North VIC 3054,320,"[-37.7935594, 144.9690564]",1,1,−,Apartment / Unit / Flat,Melcorp Real Estate,3054.0
3534,Rear 469 Nicholson Street Carlton North VIC 3054,450,"[-37.7886145, 144.9762747]",1,1,−,Apartment / Unit / Flat,Nelson Alexander | Carlton,3054.0
3535,104 Paterson Street Carlton North VIC 3054,580,"[-37.78250440000001, 144.9659376]",2,1,−,House,Nelson Alexander | Carlton,3054.0
3536,348 Station Street Carlton North VIC 3054,520.00,"[-37.7886474, 144.9757799]",2,1,−,House,Barry Plant Inner North,3054.0
3537,73 Holtom Street West Princes Hill VIC 3054,975,"[-37.7804014, 144.9651201]",3,2,1,House,Miglic Dean Pty Ltd,3054.0
3538,694 Drummond Street Carlton North VIC 3054,560.00,"[-37.7885305, 144.9708102]",2,1,−,House,Nelson Alexander | Carlton,3054.0
3539,348 Station Street Carlton North VIC 3054,520.00,"[-37.7886474, 144.9757799]",2,1,−,House,Barry Plant Northcote and Preston,3054.0
3540,416/495 Rathdowne Street Carlton North VIC 3054,360,"[-37.7940743, 144.9708673]",1,1,−,Apartment / Unit / Flat,Areal Property - Box Hill,3054.0
3541,161 Lee Street Carlton North VIC 3054,600,"[-37.7911591, 144.9695194]",2,1,−,House,Nelson Alexander Northcote,3054.0
3542,471 Station Street Carlton North VIC 3054,640,"[-37.7854983, 144.9758336]",2,1,−,House,Nelson Alexander | Carlton,3054.0
3543,258 Amess Street Carlton North VIC 3054,800,"[-37.7813048, 144.9747472]",3,1,1,House,Nelson Alexander | Carlton,3054.0
3544,24 Macpherson St Carlton North VIC 3054,600,"[-37.7862668, 144.9760811]",2,1,−,House,Easy Sell Rent,3054.0
3545,11/26 Garton Street Carlton North VIC 3054,390,"[-37.7843225, 144.9640876]",1,1,1,Apartment / Unit / Flat,Nelson Alexander | Carlton,3054.0
3546,287 Richardson Street Carlton North VIC 3054,590.00,"[-37.78412, 144.9657762]",2,1,−,House,Woodards,3054.0
3547,104 Fenwick Street Carlton North VIC 3054,480,"[-37.787501, 144.9727249]",2,1,−,House,Nelson Alexander | Carlton,3054.0
3548,459 Station Street Carlton North VIC 3054,"1,000","[-37.7857703, 144.9756938]",4,1,−,House,Nelson Alexander Northcote,3054.0
3549,540 Canning Street Carlton North VIC 3054,735.00,"[-37.7841985, 144.9754464]",3,1,−,House,LITTLE Real Estate Victoria,3054.0
3550,8 Hughes Street Carlton North VIC 3054,500.00,"[-37.7823073, 144.9710576]",2,1,−,House,Woodards,3054.0
3551,670 Rathdowne Street Carlton North VIC 3054,880.00,"[-37.7815039, 144.9736392]",3,2,1,House,Woodards,3054.0
3552,68 Princes Street Carlton North VIC 3054,600.00,"[-37.7925283, 144.9731766]",2,1,1,House,Woodards,3054.0
3553,"399 Station Street, Carlton North VIC 3054",760,"[-37.787176, 144.9754787]",4,1,−,House,Nicholson Real Estate,3054.0
3554,26 Mcilwraith Street Carlton North VIC 3054,795,"[-37.7846678, 144.9684653]",3,1,−,House,Nelson Alexander | Carlton,3054.0
3555,587 Rathdowne Street Carlton North VIC 3054,770.00,"[-37.7914421, 144.9711866]",2,2,−,House,Nelson Alexander | Carlton,3054.0
3556,651 Canning Street Carlton North VIC 3054,1100,"[-37.78078259999999, 144.9754141]",4,2,1,House,Greg Hocking Persichetti,3054.0
3557,711 Rathdowne Street Carlton North VIC 3054,610,"[-37.7882075, 144.9716599]",2,1,1,House,Woodards,3054.0
3558,703 Drummond Street Carlton North VIC 3054,650,"[-37.7882859, 144.9702508]",2,1,1,House,Woodards,3054.0
3559,637 Station Street Carlton North VIC 3054,650.00,"[-37.7814033, 144.9763823]",3,1,−,House,Nelson Alexander | Carlton,3054.0
3560,129 Curtain Street Carlton North VIC 3054,700.00,"[-37.788715, 144.969454]",3,1,−,House,Nelson Alexander | Carlton,3054.0
3561,161 Lee Street Carlton North VIC 3054,645,"[-37.7911591, 144.9695194]",3,1,−,House,Craig Patterson Real Estate Pty. Ltd,3054.0
3562,671 Park St Carlton North VIC 3054,280,"[-37.779197, 144.9687809]",1,1,−,Apartment / Unit / Flat,Park & Weston Pty Ltd,3054.0
3563,8/39 Heller Street Brunswick West VIC 3055,330,"[-37.7750144, 144.9482351]",1,1,1,Apartment / Unit / Flat,Grantham Real Estate,3055.0
3564,97 Collier Crescent Brunswick West VIC 3055,"1,100","[-37.7707677, 144.9450306]",4,2,2,House,Jellis Craig - Brunswick,3055.0
3565,10/5 Allard Street Brunswick West VIC 3055,370.00,"[-37.76859109999999, 144.9420627]",1,1,1,Apartment / Unit / Flat,Jellis Craig - Brunswick,3055.0
3566,504/1 Olive York Way Brunswick West VIC 3055,450,"[-37.7580766, 144.9387645]",2,2,1,Apartment / Unit / Flat,Richardson & Wrench Projects Victoria,3055.0
3567,3/9 Moule Street Brunswick West VIC 3055,360,"[-37.7709129, 144.9411595]",2,1,1,Apartment / Unit / Flat,Grantham Real Estate,3055.0
3568,4/2 Waxman Parade Brunswick West VIC 3055,380.00,"[-37.7578914, 144.9347511]",2,1,1,Apartment / Unit / Flat,Jellis Craig - Brunswick,3055.0
3569,3/564C Moreland Road Brunswick West VIC 3055,550,"[-37.7520414, 144.9331168]",2,2,1,House,Gotham Property,3055.0
3570,3/14 McColl Court Brunswick West VIC 3055,400.00,"[-37.7562998, 144.9369445]",2,1,1,Apartment / Unit / Flat,Jellis Craig - Brunswick,3055.0
3571,715/5 Olive York Way Brunswick West VIC 3055,430,"[-37.7587375, 144.9390345]",2,1,1,House,Richardson & Wrench Projects Victoria,3055.0
3572,5/481 Albion Street Brunswick West VIC 3055,450.00,"[-37.75815559999999, 144.9428369]",2,2,1,Townhouse,Jellis Craig - Brunswick,3055.0
3573,614/5 Olive York Way Brunswick West VIC 3055,440,"[-37.7587375, 144.9390345]",2,2,1,Apartment / Unit / Flat,Richardson & Wrench Projects Victoria,3055.0
3574,107/358 Moreland Road Brunswick West VIC 3055,400.00,"[-37.7538705, 144.9494817]",2,1,1,Apartment / Unit / Flat,Jellis Craig - Brunswick,3055.0
3575,511/5 Olive York Way Brunswick West VIC 3055,440,"[-37.7587375, 144.9390345]",2,1,1,Apartment / Unit / Flat,Richardson & Wrench Projects Victoria,3055.0
3576,1/78 Melville Road Brunswick West VIC 3055,470,"[-37.7575569, 144.9453747]",2,1,1,Townhouse,Grantham Real Estate,3055.0
3577,412/5 Olive York Way Brunswick West VIC 3055,450,"[-37.7587375, 144.9390345]",2,2,1,Apartment / Unit / Flat,Motion Property,3055.0
3578,50 Burnell Street Brunswick West VIC 3055,700.00,"[-37.7603687, 144.9458048]",4,1,−,House,Jellis Craig - Brunswick,3055.0
3579,G15/12 Olive York Way Brunswick West VIC 3055,350,"[-37.7595537, 144.9395896]",1,1,1,Apartment / Unit / Flat,Melbourne Realty Group Pty Ltd,3055.0
3580,378 Albion Street Brunswick West VIC 3055,680,"[-37.7593026, 144.9482566]",3,1,1,House,Nelson Alexander Brunswick,3055.0
3581,1/52 Daly Street Brunswick West VIC 3055,350,"[-37.7656121, 144.9449015]",2,1,−,Apartment / Unit / Flat,Nelson Alexander Brunswick,3055.0
3582,5/5-7 Cumming Street Brunswick West VIC 3055,380,"[-37.761428, 144.943446]",2,1,1,Apartment / Unit / Flat,Nelson Alexander Brunswick,3055.0
3583,25 Melville Road Brunswick West VIC 3055,500.00,"[-37.76618149999999, 144.943138]",3,1,1,House,Jellis Craig Northcote,3055.0
3584,532 Albion Street Brunswick West VIC 3055,510,"[-37.75776700000001, 144.936164]",3,1,1,House,Nelson Alexander Brunswick,3055.0
3585,2/380-382 Brunswick Road Brunswick West VIC 3055,350,"[-37.775646, 144.947037]",2,1,1,Apartment / Unit / Flat,Nicholson Real Estate,3055.0
3586,605/8 Olive York Way Brunswick West VIC 3055,390.00,"[-37.7588916, 144.9395149]",2,1,1,Apartment / Unit / Flat,Woodards,3055.0
3587,116/12 Olive York Way Brunswick West VIC 3055,350,"[-37.7595537, 144.9395896]",1,1,1,Apartment / Unit / Flat,Melbourne Realty Group Pty Ltd,3055.0
3588,7/35 Murray Street Brunswick West VIC 3055,390,"[-37.7596015, 144.9417186]",2,1,1,Apartment / Unit / Flat,Nelson Alexander Brunswick,3055.0
3589,20 Hamilton Street Brunswick West VIC 3055,720,"[-37.7599892, 144.9489879]",3,1,−,House,Biggin & Scott Inner North,3055.0
3590,126 Pearson Street Brunswick West VIC 3055,575,"[-37.7609679, 144.9503644]",2,1,1,House,Nelson Alexander Brunswick,3055.0
3591,403/1 Olive York Way Brunswick West VIC 3055,440,"[-37.7580766, 144.9387645]",2,2,1,Apartment / Unit / Flat,Richardson & Wrench Projects Victoria,3055.0
3592,25/508-510 Moreland Road Brunswick West VIC 3055,320.00,"[-37.7525382, 144.9380605]",2,1,1,Apartment / Unit / Flat,LITTLE Real Estate Victoria,3055.0
3593,4/24 Daly Street Brunswick West VIC 3055,275.00,"[-37.767759, 144.9445574]",1,1,1,House,Jellis Craig Fitzroy,3055.0
3594,2/1 Cohuna Street Brunswick West VIC 3055,580,"[-37.7741073, 144.9404068]",3,1,2,Townhouse,Barry Plant Essendon,3055.0
3595,G13/358 Moreland Road Brunswick West VIC 3055,430,"[-37.7538705, 144.9494817]",2,1,1,House,Longview Real Estate,3055.0
3596,127 Dawson Street Brunswick West VIC 3055,560.00,"[-37.7697088, 144.9448155]",2,1,1,House,LITTLE Real Estate Victoria,3055.0
3597,G04/12 Olive York Way Brunswick West VIC 3055,400,"[-37.7595537, 144.9395896]",2,1,1,Apartment / Unit / Flat,Fletchers Projects Rental,3055.0
3598,16/516-518 Moreland Road Brunswick West VIC 3055,411,"[-37.7524574, 144.9373491]",2,1,1,Townhouse,RentBetter,3055.0
3599,17 Owen Street Brunswick West VIC 3055,750.00,"[-37.766182, 144.938694]",4,2,1,House,Woodards Northcote,3055.0
3600,G04/358-360 Moreland Road Brunswick West VIC 3055,350.00,"[-37.7538705, 144.9494817]",2,1,1,Apartment / Unit / Flat,Barry Plant Coburg,3055.0
3601,38 Newman Street Brunswick West VIC 3055,550,"[-37.7607067, 144.9476867]",3,2,1,Townhouse,Raine & Horne Brunswick,3055.0
3602,804/3 Olive York Way Brunswick West VIC 3055,450.00,"[-37.75848, 144.9386864]",2,1,1,Apartment / Unit / Flat,Nelson Alexander Fitzroy,3055.0
3603,410/1 Olive York Way Brunswick West VIC 3055,400.00,"[-37.7580766, 144.9387645]",2,1,1,Apartment / Unit / Flat,LITTLE Real Estate Victoria,3055.0
3604,1/431 Albion Street Brunswick West VIC 3055,700,"[-37.75876400000001, 144.9467625]",3,2,2,Townhouse,Raine & Horne Brunswick,3055.0
3605,205/1 Olive York Way Brunswick West VIC 3055,450.00,"[-37.7580766, 144.9387645]",2,2,1,Apartment / Unit / Flat,LITTLE Real Estate Victoria,3055.0
3606,18/39 Murray St Brunswick West VIC 3055,300,"[-37.7596004, 144.9414751]",1,1,1,Apartment / Unit / Flat,Frank Dowling,3055.0
3607,478 Moreland Road Brunswick West VIC 3055,575,"[-37.7529334, 144.9411165]",3,1,2,House,Marvelli Town & Associates,3055.0
3608,483 Brunswick Road Brunswick West VIC 3055,1250,"[-37.774681, 144.9425789]",5,3,2,House,Nelson Alexander Pascoe Vale,3055.0
3609,10 Peacock Street Brunswick West VIC 3055,580.00,"[-37.75718030000001, 144.9406649]",3,1,3,House,LITTLE Real Estate Victoria,3055.0
3610,8/552 Moreland Road Brunswick West VIC 3055,255.00,"[-37.7523337, 144.934192]",1,1,1,Apartment / Unit / Flat,LITTLE Real Estate Victoria,3055.0
3611,4/11a Murray Street Brunswick West VIC 3055,370,"[-37.7598, 144.943207]",2,1,1,Apartment / Unit / Flat,Barry Plant Coburg,3055.0
3612,2 Cornwall Street Brunswick West VIC 3055,640.00,"[-37.7588224, 144.9492352]",3,1,1,House,Nelson Alexander Fitzroy,3055.0
3613,1/499 Victoria Street Brunswick West VIC 3055,500.00,"[-37.7648977, 144.945713]",2,1,−,Apartment / Unit / Flat,Nelson Alexander | Carlton,3055.0
3614,5/21 Everett Street Brunswick West VIC 3055,425,"[-37.7563733, 144.9410305]",2,1,1,Apartment / Unit / Flat,Woodards Brunswick/Coburg,3055.0
3615,11/536 Albion St Brunswick West VIC 3055,350,"[-37.7582603, 144.9352457]",2,1,1,Apartment / Unit / Flat,Frank Dowling,3055.0
3616,5/4 Balfe Crescent Brunswick West VIC 3055,420,"[-37.7682327, 144.939181]",2,1,1,Apartment / Unit / Flat,Pennisi Real Estate,3055.0
3617,27 Daly Street Brunswick West VIC 3055,580.00,"[-37.7673796, 144.9441267]",2,1,−,House,Woodards,3055.0
3618,6/520 Moreland Road Brunswick West VIC 3055,395,"[-37.7528101, 144.9369487]",2,1,1,Apartment / Unit / Flat,Peter Leahy Real Estate,3055.0
3619,4/252 Hope Street Brunswick West VIC 3055,520,"[-37.7617115, 144.9437872]",2,1,1,Townhouse,Nelson Alexander Brunswick,3055.0
3620,4/63 Pearson Street Brunswick West VIC 3055,575,"[-37.7656278, 144.9491006]",3,1,1,Apartment / Unit / Flat,Nelson Alexander Brunswick,3055.0
3621,537 Albion Street Brunswick West VIC 3055,520,"[-37.7575121, 144.9368585]",3,1,2,House,Propper,3055.0
3622,2/6 Wallace Street Brunswick West VIC 3055,520,"[-37.7635091, 144.946235]",2,1,1,Townhouse,Eview Group - C+M Residential,3055.0
3623,1A Jolley Street Brunswick West VIC 3055,575,"[-37.7586319, 144.9459541]",3,2,2,Townhouse,Nelson Alexander Brunswick,3055.0
3624,20 Burnell Street Brunswick West VIC 3055,520.00,"[-37.7627349, 144.9452456]",2,1,1,House,Nelson Alexander | Carlton,3055.0
3625,2/2 Manica Street Brunswick West VIC 3055,390,"[-37.774045, 144.9397401]",2,1,1,Villa,Nicholson Real Estate,3055.0
3626,16A Melville Road Brunswick West VIC 3055,525,"[-37.7673171, 144.9434176]",2,1,1,Townhouse,The Realest Estate,3055.0
3627,495 Victoria Street Brunswick West VIC 3055,500.00,"[-37.764882, 144.9459769]",3,1,−,House,LITTLE Real Estate Victoria,3055.0
3628,5/14A Bent Street Brunswick West VIC 3055,515.00,"[-37.7590684, 144.9426219]",2,2,1,Apartment / Unit / Flat,Nelson Alexander | Carlton,3055.0
3629,4/40 Murray Street Brunswick West VIC 3055,675,"[-37.7592217, 144.9414606]",3,2,2,Townhouse,Nelson Alexander Brunswick,3055.0
3630,8/16 Wallace Street Brunswick West VIC 3055,300.00,"[-37.7628591, 144.946364]",1,1,1,Apartment / Unit / Flat,LITTLE Real Estate Victoria,3055.0
3631,1/10 Walker Street Brunswick West VIC 3055,350.00,"[-37.7661448, 144.9420627]",2,1,1,Apartment / Unit / Flat,Woodards,3055.0
3632,128 Pearson Street Brunswick West VIC 3055,580,"[-37.760895, 144.950237]",3,1,1,House,Nelson Alexander | Carlton,3055.0
3633,2/1 Allard Street Brunswick West VIC 3055,320,"[-37.7682406, 144.9421057]",1,1,1,Apartment / Unit / Flat,Woodards,3055.0
3634,2/2 Duggan Street Brunswick West VIC 3055,430,"[-37.7585351, 144.9407294]",2,1,1,Townhouse,Barry Plant Coburg,3055.0
3635,5/30 Irvine Crescent Brunswick West VIC 3055,455,"[-37.7540874, 144.9473882]",2,1,1,Apartment / Unit / Flat,Nelson Alexander | Coburg,3055.0
3636,5/1 Cooper Street Brunswick West VIC 3055,290,"[-37.7545771, 144.9523001]",1,1,1,Apartment / Unit / Flat,Biggin & Scott Inner North,3055.0
3637,Brunswick West VIC 3055,"1,200","[-37.75864809999999, 144.9448586]",3,1,1,House,Property Now,3055.0
3638,3/1 Cooper Street Brunswick West VIC 3055,280,"[-37.754567, 144.952216]",1,1,1,Apartment / Unit / Flat,Biggin & Scott Inner North,3055.0
3639,406/12 Olive York Way Brunswick West VIC 3055,400,"[-37.7595537, 144.9395896]",2,1,1,Apartment / Unit / Flat,Melbourne Real Estate,3055.0
3640,4/2 Dalgety Street Brunswick West VIC 3055,370,"[-37.7633443, 144.9424713]",2,1,1,Apartment / Unit / Flat,Walshe & Whitelock Pty Ltd,3055.0
3641,6/76 Heller Street Brunswick West VIC 3055,280,"[-37.7741048, 144.9457188]",1,1,−,Apartment / Unit / Flat,Walshe & Whitelock Pty Ltd,3055.0
3642,604/8 Olive York Way Brunswick West VIC 3055,365,"[-37.7588916, 144.9395149]",1,1,1,Apartment / Unit / Flat,Melbourne Real Estate,3055.0
3643,113/8 Olive York Way Brunswick West VIC 3055,375,"[-37.7588916, 144.9395149]",1,1,1,Apartment / Unit / Flat,Melbourne Real Estate,3055.0
3644,5/109 Melville Road Brunswick West VIC 3055,380,"[-37.7606717, 144.9442779]",2,1,1,Apartment / Unit / Flat,Walshe & Whitelock Pty Ltd,3055.0
3645,3/478 Albion Street Brunswick West VIC 3055,395,"[-37.758316, 144.9407294]",2,1,1,Apartment / Unit / Flat,Simone Bullen,3055.0
3646,1-5 Grantham street Brunswick West VIC 3055,290,"[-37.7753709, 144.9486481]",1,1,−,Apartment / Unit / Flat,Pacific Real Estate Brunswick West,3055.0
3647,6 Trenoweth Street Brunswick West VIC 3055,680,"[-37.7583896, 144.9476114]",3,1,1,House,Walshe & Whitelock Pty Ltd,3055.0
3648,1/578 Moreland Road Brunswick West VIC 3055,355,"[-37.7518951, 144.9318266]",2,1,1,Apartment / Unit / Flat,Walshe & Whitelock Pty Ltd,3055.0
3649,G14/12 Olive York Way Brunswick West VIC 3055,350,"[-37.7595537, 144.9395896]",1,1,1,Apartment / Unit / Flat,Selling Melbourne Real Estate ,3055.0
3650,1/2A Foden Street Brunswick West VIC 3055,300,"[-37.770078, 144.9474609]",1,1,1,Apartment / Unit / Flat,Walshe & Whitelock Pty Ltd,3055.0
3651,4/59 Smith Street Brunswick West VIC 3055,390,"[-37.76737869999999, 144.9408584]",2,1,1,Apartment / Unit / Flat,Xynergy Realty Melbourne,3055.0
3652,105/13-15 Cumming Street Brunswick West VIC 3055,395,"[-37.760958, 144.942971]",2,1,1,Apartment / Unit / Flat,Luxe Property,3055.0
3653,3/18 Duggan Street Brunswick West VIC 3055,340,"[-37.76115679999999, 144.9403853]",2,1,1,Apartment / Unit / Flat,Walshe & Whitelock Pty Ltd,3055.0
3654,14/3 Allard Street Brunswick West VIC 3055,240,"[-37.7683647, 144.9421487]",1,1,−,Apartment / Unit / Flat,Walshe & Whitelock Pty Ltd,3055.0
3655,229B Melville Road Brunswick West VIC 3055,440,"[-37.7538311, 144.9456088]",3,1,−,House,Walshe & Whitelock Pty Ltd,3055.0
3656,11/449 Brunswick Road Brunswick West VIC 3055,240,"[-37.7749665, 144.9461059]",1,1,1,Apartment / Unit / Flat,Walshe & Whitelock Pty Ltd,3055.0
3657,304/2-6 Duckett Street Brunswick VIC 3056,490,"[-37.7631504, 144.9608562]",2,1,1,Apartment / Unit / Flat,Mayfair Property Management,3056.0
3658,52 Sutherland Street Brunswick VIC 3056,750.00,"[-37.76047, 144.955311]",3,2,2,Townhouse,Jellis Craig - Brunswick,3056.0
3659,17/677 Park Street Brunswick VIC 3056,225,"[-37.7780719, 144.9633132]",1,1,−,Studio,Woodards South Yarra,3056.0
3660,408/5 Union Street Brunswick VIC 3056,680.00,"[-37.7742675, 144.960036]",2,2,1,Apartment / Unit / Flat,Jellis Craig Northcote,3056.0
3661,3/133 Glenlyon Road Brunswick VIC 3056,485.00,"[-37.772329, 144.969846]",2,1,1,Apartment / Unit / Flat,Jellis Craig - Brunswick,3056.0
3662,4/102 Moreland Road Brunswick VIC 3056,300,"[-37.7564084, 144.970068]",1,1,1,Apartment / Unit / Flat,Biggin & Scott Stonnington,3056.0
3663,35/108-124 Union Street Brunswick VIC 3056,370,"[-37.7732297, 144.9538918]",2,1,1,Apartment / Unit / Flat,Dingle Partners,3056.0
3664,92 Brunswick Road Brunswick VIC 3056,660.00,"[-37.7781011, 144.9674864]",3,1,−,House,Jellis Craig - Brunswick,3056.0
3665,208/34 Union Street Brunswick VIC 3056,490.00,"[-37.773482, 144.9585593]",2,1,1,Apartment / Unit / Flat,Jellis Craig - Brunswick,3056.0
