School_Name,Education_Sector,School_Type,Postcode,Longitude,Latitude
Dimboola Memorial Secondary College,Government,Secondary,3414,142.03441,-36.44984
East Doncaster Secondary College,Government,Secondary,3109,145.15856,-37.78213
Donald High School,Government,Secondary,3480,142.97396,-36.37078
Doncaster Secondary College,Government,Secondary,3108,145.13805,-37.78458
Drouin Secondary College,Government,Secondary,3818,145.85098,-38.14466
Eaglehawk Secondary College,Government,Secondary,3556,144.26163,-36.72006
Eltham High School,Government,Secondary,3095,145.14172,-37.72444
Elwood College,Government,Secondary,3184,144.9852,-37.88232
Epping Secondary College,Government,Secondary,3076,145.03343,-37.644
Euroa Secondary College,Government,Secondary,3666,145.5648,-36.7582
Fairhills High School,Government,Secondary,3180,145.25904,-37.87321
Bendigo South East 7-10 Secondary College,Government,Secondary,3550,144.29759,-36.77579
Port Melbourne Secondary College,Government,Secondary,3207,144.93204,-37.83201
Footscray High School,Government,Secondary,3011,144.89376,-37.79104
Foster Secondary College,Government,Secondary,3960,146.19741,-38.65174
Frankston High School,Government,Secondary,3199,145.12895,-38.16219
Geelong High School,Government,Secondary,3219,144.37373,-38.15303
North Geelong Secondary College,Government,Secondary,3215,144.34079,-38.10996
Gisborne Secondary College,Government,Secondary,3437,144.58477,-37.49811
Gladstone Park Secondary College,Government,Secondary,3043,144.89,-37.68977
Bundoora Secondary College,Government,Secondary,3083,145.06198,-37.7075
Greater Shepparton Secondary College,Government,Secondary,3630,145.4154,-36.37207
Western Port Secondary College,Government,Secondary,3915,145.17638,-38.30817
Healesville High School,Government,Secondary,3777,145.53081,-37.64359
Heywood District Secondary College,Government,Secondary,3304,141.6205,-38.12927
Highvale Secondary College,Government,Secondary,3150,145.17682,-37.86541
Kerang Technical High School,Government,Secondary,3579,143.9138,-35.72565
Kensington Community High School,Government,Secondary,3031,144.92558,-37.78791
Kew High School,Government,Secondary,3102,145.06336,-37.79555
Koonung Secondary College,Government,Secondary,3129,145.11756,-37.80219
Koo Wee Rup Secondary College,Government,Secondary,3981,145.49578,-38.19709
Korumburra Secondary College,Government,Secondary,3950,145.8039,-38.44387
Kyabram P-12 College,Government,Pri/Sec,3620,145.05621,-36.31748
Kyneton High School,Government,Secondary,3444,144.45817,-37.25133
Lalor Secondary College,Government,Secondary,3075,145.03062,-37.67266
Lalor North Secondary College,Government,Secondary,3076,145.03412,-37.66077
Lilydale High School,Government,Secondary,3140,145.34392,-37.7607
Lorne P-12 College,Government,Pri/Sec,3232,143.97389,-38.53918
Lyndale Secondary College,Government,Secondary,3175,145.20671,-37.95876
Lynall Hall Community School,Government,Secondary,3121,145.00226,-37.81648
Maffra Secondary College,Government,Secondary,3860,146.98242,-37.96489
Mansfield Secondary College,Government,Secondary,3722,146.08856,-37.06268
Maribyrnong Secondary College,Government,Secondary,3032,144.88824,-37.77952
Matthew Flinders Girls Secondary College,Government,Secondary,3220,144.35321,-38.14959
Melbourne High School,Government,Secondary,3141,144.99531,-37.83683
Melton Secondary College,Government,Secondary,3337,144.56822,-37.68175
Mentone Girls Secondary College,Government,Secondary,3194,145.0535,-37.98018
Mildura Senior College,Government,Secondary,3500,142.14539,-34.198
Mirboo North Secondary College,Government,Secondary,3871,146.14882,-38.40018
Monbulk College,Government,Secondary,3793,145.42781,-37.88318
Montmorency Secondary College,Government,Secondary,3094,145.11361,-37.71408
Mooroolbark College,Government,Secondary,3138,145.31423,-37.77508
Mordialloc College,Government,Secondary,3195,145.09268,-38.01224
Mount Beauty Secondary College,Government,Secondary,3699,147.16728,-36.74031
Mount Eliza Secondary College,Government,Secondary,3930,145.09354,-38.1897
Mount Waverley Secondary College,Government,Secondary,3149,145.13231,-37.86909
McKinnon Secondary College,Government,Secondary,3204,145.04854,-37.9122
MacRobertson Girls High School,Government,Secondary,3004,144.97186,-37.83589
Nathalia Secondary College,Government,Secondary,3638,145.20844,-36.0599
Neerim District Secondary College,Government,Secondary,3831,145.95668,-38.01694
Newcomb Secondary College,Government,Secondary,3219,144.3952,-38.17113
Northcote High School,Government,Secondary,3070,144.98971,-37.77416
Norwood Secondary College,Government,Secondary,3134,145.2376,-37.79975
Numurkah Secondary College,Government,Secondary,3636,145.44627,-36.07995
Oberon High School,Government,Secondary,3217,144.36414,-38.23176
Orbost Secondary College,Government,Secondary,3888,148.46635,-37.70411
Ouyen P-12 College,Government,Pri/Sec,3490,142.32261,-35.06457
Pakenham Secondary College,Government,Secondary,3810,145.471,-38.069
Edenbrook Secondary College,Government,Secondary,3810,145.44402,-38.07827
Parkdale Secondary College,Government,Secondary,3195,145.0935,-37.9903
Pascoe Vale Girls Secondary College,Government,Secondary,3044,144.9355,-37.71756
Prahran High School,Government,Secondary,3181,144.99116,-37.85175
Preston High School,Government,Secondary,3072,145.0064,-37.74169
Princes Hill Secondary College,Government,Secondary,3054,144.96503,-37.78348
Homestead Senior Secondary College,Government,Secondary,3030,144.76689,-37.91615
Bellarine Secondary College,Government,Secondary,3222,144.55753,-38.19066
Rainbow P-12 College,Government,Pri/Sec,3424,141.9967,-35.89447
Red Cliffs Secondary College,Government,Secondary,3496,142.19545,-34.2988
Ringwood Secondary College,Government,Secondary,3134,145.23915,-37.81661
Richmond High School,Government,Secondary,3121,145.0028,-37.81741
Robinvale College,Government,Pri/Sec,3549,142.78155,-34.58889
Rochester Secondary College,Government,Secondary,3561,144.6987,-36.35278
Rosebud Secondary College,Government,Secondary,3939,144.88745,-38.36762
Rubicon Outdoor School,Government,Secondary,3712,145.82134,-37.29493
Rutherglen High School,Government,Secondary,3685,146.4521,-36.06256
Saltwater P-9 College,Government,Pri/Sec,3030,144.77005,-37.91054
Scoresby Secondary College,Government,Secondary,3179,145.2362,-37.88864
St Albans Secondary College,Government,Secondary,3021,144.80841,-37.74553
St Arnaud Secondary College,Government,Secondary,3478,143.25094,-36.60955
Oakwood School,Government,Secondary,3161,145.03417,-37.87398
Strathmore Secondary College,Government,Secondary,3041,144.92664,-37.73695
Sunbury College,Government,Secondary,3429,144.72867,-37.57428
Sydney Road Community School,Government,Secondary,3056,144.96188,-37.76969
Tallangatta Secondary College,Government,Secondary,3700,147.17267,-36.22044
Thomastown Secondary College,Government,Secondary,3074,145.00194,-37.67872
Trafalgar High School,Government,Secondary,3824,146.1583,-38.21457
Dohertys Creek P-9 College,Government,Pri/Sec,3029,144.73391,-37.84298
University High School,Government,Secondary,3052,144.95538,-37.79698
Roxburgh College,Government,Secondary,3064,144.93033,-37.63041
Upper Yarra Secondary College,Government,Secondary,3797,145.62393,-37.79209
Upwey High School,Government,Secondary,3158,145.33548,-37.90436
Vermont Secondary College,Government,Secondary,3133,145.1997,-37.84412
Kambrya College,Government,Secondary,3806,145.34741,-38.05369
Carrum Downs Secondary College,Government,Secondary,3201,145.19766,-38.09529
Wangaratta High School,Government,Secondary,3677,146.30772,-36.3449
Greenvale Secondary College,Government,Secondary,3059,144.88961,-37.6503
Wantirna College,Government,Secondary,3152,145.22997,-37.8576
Warracknabeal Secondary College,Government,Secondary,3393,142.38941,-36.26275
Warrandyte High School,Government,Secondary,3113,145.18422,-37.74827
Wellington Secondary College,Government,Secondary,3170,145.16938,-37.93447
Werribee Secondary College,Government,Secondary,3030,144.66874,-37.90554
Bairnsdale Secondary College,Government,Secondary,3875,147.605,-37.82871
Westall Secondary College,Government,Secondary,3169,145.13658,-37.94031
Wheelers Hill Secondary College,Government,Secondary,3150,145.18174,-37.91013
Williamstown High School,Government,Secondary,3016,144.89502,-37.86286
Wodonga Senior Secondary College,Government,Secondary,3690,146.88105,-36.12561
Yarram Secondary College,Government,Secondary,3971,146.68546,-38.56658
Woodmans Hill Secondary College,Government,Secondary,3350,143.89228,-37.55912
Yea High School,Government,Secondary,3717,145.40854,-37.21501
Glen Eira College,Government,Secondary,3145,145.03801,-37.8857
Craigieburn Secondary College,Government,Secondary,3064,144.93595,-37.60875
Emerald Secondary College,Government,Secondary,3782,145.45874,-37.92427
Reservoir High School,Government,Secondary,3073,145.02977,-37.72226
Hampton Park Secondary College,Government,Secondary,3976,145.25988,-38.03486
Hoppers Crossing Secondary College,Government,Secondary,3029,144.69536,-37.87122
Keilor Downs Secondary College,Government,Secondary,3038,144.81119,-37.71552
Kurnai College,Government,Secondary,3840,146.43279,-38.22879
Kurunjang Secondary College,Government,Secondary,3337,144.58596,-37.67291
Lakes Entrance Secondary College,Government,Secondary,3909,147.99841,-37.87134
Elisabeth Murdoch College,Government,Secondary,3910,145.19018,-38.15929
Sunbury Downs Secondary College,Government,Secondary,3429,144.70448,-37.58401
Forest Hill College,Government,Secondary,3151,145.16373,-37.84852
Patterson River Secondary College,Government,Secondary,3198,145.13474,-38.0835
St Helena Secondary College,Government,Secondary,3095,145.13991,-37.68687
Stawell Secondary College,Government,Secondary,3380,142.78979,-37.06195
Rowville Secondary College,Government,Secondary,3178,145.23709,-37.92389
Bass Coast College,Government,Secondary,3995,145.59788,-38.61094
Sandringham College,Government,Secondary,3191,145.02303,-37.95671
Fitzroy High School,Government,Secondary,3068,144.98748,-37.78491
Ashwood High School,Government,Secondary,3147,145.10333,-37.86453
Mullauna Secondary College,Government,Secondary,3132,145.19016,-37.80711
Leongatha Secondary College,Government,Secondary,3953,145.96124,-38.47869
Diamond Valley College,Government,Secondary,3089,145.1674,-37.67283
Blackburn English Language School,Government,Language,3151,145.14829,-37.84789
Collingwood English Language School,Government,Language,3066,144.9848,-37.80784
Noble Park English Language School,Government,Language,3174,145.17817,-37.97117
Greensborough Secondary College,Government,Secondary,3088,145.09125,-37.70849
Ararat Secondary College,Government,Secondary,3377,142.92196,-37.286
Mill Park Secondary College,Government,Secondary,3082,145.06341,-37.66416
Bacchus Marsh College,Government,Secondary,3340,144.43306,-37.68563
The Grange P-12 College,Government,Pri/Sec,3029,144.67494,-37.85813
Springside West Secondary College,Government,Secondary,3336,144.72787,-37.71569
Taylors Lakes Secondary College,Government,Secondary,3038,144.7944,-37.70741
Sunshine College,Government,Secondary,3020,144.81382,-37.79316
Wallan Secondary College,Government,Secondary,3756,144.98147,-37.41839
Thornbury High School,Government,Secondary,3071,145.02521,-37.75649
Portland Secondary College,Government,Secondary,3305,141.59482,-38.35882
Copperfield College,Government,Secondary,3037,144.77243,-37.71946
Bayside P-12 College,Government,Pri/Sec,3016,144.88521,-37.8577
South Oakleigh Secondary College,Government,Secondary,3167,145.08977,-37.92232
Swan Hill College,Government,Secondary,3585,143.55285,-35.33523
Traralgon College,Government,Secondary,3844,146.51949,-38.19142
Mornington Secondary College,Government,Secondary,3931,145.05776,-38.21671
Essendon Keilor College,Government,Secondary,3033,144.86971,-37.73971
Brunswick Secondary College,Government,Secondary,3056,144.95501,-37.7709
Glen Waverley Secondary College,Government,Secondary,3150,145.16211,-37.8781
Monterey Secondary College,Government,Secondary,3200,145.14772,-38.12612
Warrnambool College,Government,Secondary,3280,142.49968,-38.37672
Viewbank College,Government,Secondary,3084,145.08659,-37.7412
Noble Park Secondary College,Government,Secondary,3174,145.18237,-37.97021
Baimbridge College,Government,Secondary,3300,142.01463,-37.73331
Yarra Hills Secondary College,Government,Secondary,3138,145.31618,-37.78934
Heathmont College,Government,Secondary,3135,145.2321,-37.83843
Horsham College,Government,Secondary,3402,142.1841,-36.71166
Melbourne Girls College,Government,Secondary,3121,145.01433,-37.82251
Western Heights Secondary College,Government,Secondary,3215,144.32806,-38.12391
Lowanna College,Government,Secondary,3825,146.28598,-38.17668
Templestowe College,Government,Secondary,3107,145.12231,-37.76743
Castlemaine Secondary College,Government,Secondary,3450,144.22755,-37.05044
Warragul Regional College,Government,Secondary,3820,145.92549,-38.1652
Mount Rowan Secondary College,Government,Secondary,3355,143.83447,-37.51922
Charlton College,Government,Pri/Sec,3525,143.35963,-36.27031
Wycheproof P-12 College,Government,Pri/Sec,3527,143.2291,-36.0757
Birchip P-12 School,Government,Pri/Sec,3483,142.90994,-35.98438
Nhill College,Government,Pri/Sec,3418,141.65886,-36.3326
Sale College,Government,Secondary,3850,147.06801,-38.10892
McClelland Secondary College,Government,Secondary,3199,145.15845,-38.14632
The Alpine School,Government,Camp,3898,147.24592,-37.02329
Western English Language School,Government,Language,3019,144.85404,-37.791
Narre Warren South P-12 College,Government,Pri/Sec,3805,145.28508,-38.04973
Lara Secondary College,Government,Secondary,3212,144.41157,-38.01818
Kaniva College,Government,Pri/Sec,3419,141.24485,-36.38272
Corryong College,Government,Pri/Sec,3707,147.91076,-36.19294
Maryborough Education Centre,Government,Pri/Sec,3465,143.72287,-37.04216
The Lakes South Morang College,Government,Pri/Sec,3752,145.07568,-37.63494
Point Cook Senior Secondary College,Government,Secondary,3030,144.73282,-37.88672
Manor Lakes P-12 College,Government,Pri/Sec,3024,144.60185,-37.87351
Coburg High School,Government,Secondary,3058,144.9728,-37.7407
Wodonga Middle Years College,Government,Pri/Sec,3690,146.89056,-36.13084
Mount Ridley P-12 College,Government,Pri/Sec,3064,144.92319,-37.58031
Tarneit Senior College,Government,Secondary,3029,144.68041,-37.83335
Echuca College,Government,Secondary,3564,144.73242,-36.13239
John Monash Science School,Government,Secondary,3800,145.12869,-37.91422
Altona College,Government,Pri/Sec,3018,144.81864,-37.86191
Dandenong High School,Government,Secondary,3175,145.20901,-37.97942
Bass Coast Specialist School,Government,Special,3995,145.59647,-38.60974
Laverton P-12 College,Government,Pri/Sec,3028,144.77263,-37.85617
Hume Central Secondary College,Government,Secondary,3047,144.91536,-37.68044
Colac Secondary College,Government,Secondary,3250,143.5901,-38.3515
Nossal High School,Government,Secondary,3806,145.33656,-38.0385
Suzanne Cory High School,Government,Secondary,3030,144.70075,-37.89385
Keysborough Secondary College,Government,Secondary,3172,145.15984,-37.96702
Hallam Senior Secondary College,Government,Secondary,3803,145.26119,-38.0002
Gleneagles Secondary College,Government,Secondary,3802,145.27656,-37.97461
Fountain Gate Secondary College,Government,Secondary,3805,145.29538,-38.00528
Balmoral K-12 Community College,Government,Pri/Sec,3407,141.82737,-37.24056
Myrtleford P-12 College,Government,Pri/Sec,3737,146.72614,-36.54889
Alkira Secondary College,Government,Secondary,3977,145.30872,-38.07313
Somerville Secondary College,Government,Secondary,3912,145.1686,-38.22726
Tarneit Rise Primary School,Government,Primary,3029,144.66582,-37.83618
Boort District P-12 School,Government,Pri/Sec,3537,143.72695,-36.11022
Yarrawonga College P-12,Government,Pri/Sec,3730,146.00667,-36.02144
Seymour College,Government,Pri/Sec,3660,145.14112,-37.02984
Merbein P-10 College,Government,Pri/Sec,3505,142.07131,-34.16937
Albert Park College,Government,Secondary,3206,144.94736,-37.84479
Charles La Trobe P-12 College,Government,Pri/Sec,3085,145.05865,-37.72897
Victoria University Secondary College,Government,Secondary,3023,144.7949,-37.75552
Swifts Creek P-12 School,Government,Pri/Sec,3896,147.72403,-37.26684
Glenroy Secondary College,Government,Secondary,3046,144.925,-37.7047
John Fawkner Secondary College,Government,Secondary,3060,144.97186,-37.70271
William Ruthven Secondary College,Government,Secondary,3073,145.00277,-37.69667
Mernda Central P-12 College,Government,Pri/Sec,3754,145.08833,-37.60485
Cranbourne East Secondary College,Government,Secondary,3977,145.30603,-38.10494
Featherbrook P-9 College,Government,Pri/Sec,3030,144.72752,-37.90164
Phoenix P-12 Community College,Government,Pri/Sec,3356,143.83351,-37.58661
Northern Bay P-12 College,Government,Pri/Sec,3214,144.35571,-38.07841
Surf Coast Secondary College,Government,Secondary,3228,144.32386,-38.30419
Hopetoun P-12 College,Government,Pri/Sec,3396,142.36603,-35.73487
Doveton College,Government,Pri/Sec,3177,145.24317,-37.98945
Officer Secondary College,Government,Secondary,3809,145.41097,-38.07202
Brookside P-9 College,Government,Pri/Sec,3023,144.73722,-37.74634
Creekside K-9 College,Government,Pri/Sec,3023,144.73804,-37.73445
Lakeview Senior College,Government,Secondary,3023,144.74028,-37.73102
Springside Primary School,Government,Primary,3023,144.73867,-37.71118
Melba Secondary College,Government,Secondary,3136,145.26202,-37.79552
Boronia K-12 College,Government,Pri/Sec,3155,145.29327,-37.8583
Tarneit P-9 College,Government,Pri/Sec,3029,144.67982,-37.83745
Benalla P-12 College,Government,Pri/Sec,3672,145.96385,-36.55337
Parkville College,Government,Special,3052,144.94736,-37.77682
Centre for Higher Education Studies,Government,Secondary,3141,144.99612,-37.83615
Wesley College,Independent,Pri/Sec,3004,144.98214,-37.84883
Korowa Anglican Girls' School,Independent,Pri/Sec,3146,145.05464,-37.86145
Parade College,Catholic,Secondary,3083,145.06698,-37.69018
Simonds Catholic College,Catholic,Secondary,3003,144.95288,-37.80597
St Marys College Melbourne,Catholic,Secondary,3183,144.997,-37.85936
St Patrick's College Ballarat,Catholic,Secondary,3350,143.83156,-37.55971
St Patrick's School,Catholic,Primary,3350,143.84715,-37.5644
St Alipius' Parish School,Catholic,Primary,3350,143.87401,-37.5617
Emmanuel College Warrnambool,Catholic,Secondary,3280,142.47736,-38.37099
Loreto College,Catholic,Secondary,3350,143.82347,-37.55686
St Mary's School,Catholic,Primary,3722,146.08901,-37.05835
Sacred Heart School,Catholic,Primary,3015,144.8814,-37.84003
St Mary's School,Catholic,Primary,3016,144.90089,-37.8635
Ruyton Girls' School,Independent,Pri/Sec,3101,145.03918,-37.81111
Caulfield Grammar School,Independent,Pri/Sec,3183,145.00489,-37.87738
St Michaels Primary School,Catholic,Primary,3051,144.94625,-37.7933
St Patrick's School,Catholic,Primary,3677,146.32195,-36.35616
St Mary's School,Catholic,Primary,3183,144.99759,-37.85902
Assumption College,Catholic,Secondary,3764,144.94763,-37.30101
St Brendan's School,Catholic,Primary,3031,144.93173,-37.7847
Catherine McAuley College,Catholic,Secondary,3550,144.27336,-36.75344
Highview College,Independent,Secondary,3465,143.73642,-37.05354
St Augustine's School,Catholic,Primary,3465,143.7368,-37.05183
St Mary's School,Catholic,Primary,3875,147.58563,-37.8414
St Aloysius' School,Catholic,Primary,3350,143.83767,-37.57811
St Joseph's School,Catholic,Primary,3122,145.03432,-37.82646
Sacre Coeur,Catholic,Pri/Sec,3146,145.05157,-37.86175
St Joseph's School,Catholic,Primary,3070,144.99672,-37.77462
Sacred Heart School,Catholic,Primary,3072,145.00377,-37.74481
Sacred Heart School,Catholic,Primary,3840,146.40432,-38.23943
St Michael's School,Catholic,Primary,3844,146.5347,-38.19516
St Brendan's School,Catholic,Primary,3630,145.40765,-36.37473
St Mary's College,Catholic,Pri/Sec,3660,145.14092,-37.0199
St Mary's School,Catholic,Primary,3480,142.98517,-36.37358
St Mary's Primary School,Catholic,Primary,3850,147.06233,-38.11071
St Patrick's Primary School,Catholic,Primary,3764,144.94811,-37.29939
St Brigid's School,Catholic,Primary,3342,144.22873,-37.5999
St Patrick's School,Catholic,Primary,3345,144.0909,-37.58065
St Mary's School,Catholic,Primary,3435,144.73173,-37.27876
St Augustine's School,Catholic,Primary,3363,143.89226,-37.42851
Tarrington Lutheran School,Independent,Primary,3301,142.09426,-37.76623
St Monica's School,Catholic,Primary,3555,144.2448,-36.7942
St Joseph's School,Catholic,Primary,3672,145.97412,-36.55396
St Brendan's Primary School,Catholic,Primary,3352,143.96603,-37.59116
Sacred Heart College,Catholic,Secondary,3220,144.34015,-38.1495
St Patrick's School,Catholic,Primary,3478,143.24686,-36.61708
St Joseph's College Mildura,Catholic,Secondary,3500,142.15346,-34.18872
Star of the Sea College,Catholic,Secondary,3186,144.99678,-37.89673
St James' School,Catholic,Primary,3186,144.99766,-37.89794
St Peter's School,Catholic,Primary,3165,145.07091,-37.92304
Methodist Ladies' College,Independent,Pri/Sec,3101,145.03849,-37.81395
St Liborius' School,Catholic,Primary,3556,144.25729,-36.72348
Damascus College,Catholic,Secondary,3350,143.87035,-37.61146
Ballarat Clarendon College,Independent,Pri/Sec,3350,143.83365,-37.55965
St Mary's School,Catholic,Primary,3450,144.22096,-37.06396
Sacred Heart College,Catholic,Secondary,3444,144.45882,-37.25289
St Ambrose's School,Catholic,Primary,3442,144.53049,-37.35779
St Joseph's School,Catholic,Primary,3525,143.35105,-36.27177
Sacred Heart School,Catholic,Primary,3616,145.22392,-36.43983
Christ Church Grammar School,Independent,Primary,3141,144.98574,-37.83895
St Paul's School,Catholic,Primary,3058,144.96785,-37.73893
St Andrew's School,Catholic,Primary,3030,144.65057,-37.90127
St Brigid's School,Catholic,Primary,3437,144.59009,-37.49091
Our Lady of Mount Carmel School,Catholic,Primary,3429,144.7363,-37.58004
St Joseph's School,Catholic,Primary,3683,146.60706,-36.14598
St Mary's School,Catholic,Primary,3685,146.46298,-36.05042
St Mary's School,Catholic,Primary,3517,143.87249,-36.57114
FCJ College,Catholic,Secondary,3672,145.97539,-36.55277
Fintona Girls' School,Independent,Pri/Sec,3103,145.08033,-37.81516
St Patrick's School,Catholic,Primary,3810,145.47453,-38.06938
Lauriston Girls' School,Independent,Pri/Sec,3143,145.02509,-37.85232
Sacred Heart Primary School,Catholic,Primary,3730,146.00925,-36.01072
Xavier College,Catholic,Pri/Sec,3101,145.0311,-37.81386
St Joseph's School,Catholic,Primary,3289,142.28978,-37.87751
Marian College,Catholic,Secondary,3377,142.93777,-37.28474
Sacred Heart School,Catholic,Primary,3311,141.41363,-37.58601
St Bernard's School,Catholic,Primary,3340,144.43486,-37.67227
St Patrick's School,Catholic,Primary,3282,142.36897,-38.29989
Geelong Grammar School,Independent,Pri/Sec,3214,144.39907,-38.06882
Trinity Grammar School Kew,Independent,Pri/Sec,3101,145.0355,-37.8102
Academy of Mary Immaculate,Catholic,Secondary,3065,144.97441,-37.80371
Sacred Heart School,Catholic,Primary,3065,144.97852,-37.80205
Mount Lilydale Mercy College,Catholic,Secondary,3140,145.35775,-37.75076
St Monica's School,Catholic,Primary,3011,144.90684,-37.80116
St Augustine's School,Catholic,Primary,3013,144.8899,-37.8137
Ss Michael and John's Primary School,Catholic,Primary,3400,142.20399,-36.714
Trinity College Colac Inc,Catholic,Secondary,3250,143.57693,-38.35203
St Mary's School,Catholic,Primary,3250,143.5854,-38.33473
Kilbreda College,Catholic,Secondary,3194,145.06571,-37.98415
Padua College,Catholic,Secondary,3931,145.072,-38.21826
Melbourne Girls Grammar,Independent,Pri/Sec,3141,144.9848,-37.83169
The Geelong College,Independent,Pri/Sec,3220,144.34009,-38.15242
Notre Dame College,Catholic,Secondary,3630,145.40764,-36.37471
Sacred Heart College,Catholic,Secondary,3730,146.00921,-36.00866
St John's School,Catholic,Primary,3068,144.98822,-37.79034
St Joseph's School,Catholic,Primary,3636,145.4436,-36.08646
St Joseph's School,Catholic,Primary,3280,142.48614,-38.37249
Bayview College,Independent,Secondary,3305,141.60595,-38.34523
St Ignatius College Geelong,Catholic,Secondary,3222,144.5582,-38.1893
St Mary's School,Catholic,Primary,3220,144.363,-38.15319
St Patrick's School,Catholic,Primary,3218,144.34604,-38.13484
Presbyterian Ladies' College,Independent,Pri/Sec,3125,145.107,-37.84856
St Monica's Primary School,Catholic,Primary,3039,144.92318,-37.75966
St Patrick's School,Catholic,Primary,3140,145.35261,-37.75273
Catholic Ladies' College Ltd,Catholic,Secondary,3095,145.14356,-37.71152
St Joseph's School,Catholic,Primary,3066,144.98639,-37.80046
St Mary's School,Catholic,Primary,3393,142.3896,-36.25408
St Mary's School,Catholic,Primary,3564,144.72583,-36.13426
Sacred Heart School,Catholic,Primary,3101,145.03744,-37.80817
St Mary's School,Catholic,Primary,3377,142.93861,-37.2855
St Joseph's College,Catholic,Secondary,3564,144.74337,-36.11815
St Patrick's School,Catholic,Primary,3284,142.23167,-38.38613
St Joseph's School,Catholic,Primary,3561,144.70117,-36.36476
St Aloysius College,Catholic,Secondary,3051,144.94287,-37.79289
All Saints Parish School,Catholic,Primary,3305,141.59279,-38.35947
Catholic College Sale,Catholic,Secondary,3850,147.06378,-38.10871
St Augustine's College,Catholic,Pri/Sec,3620,145.04471,-36.30955
Our Holy Redeemer School,Catholic,Primary,3127,145.10008,-37.82032
Our Lady of the Sacred Heart Primary,Catholic,Primary,3558,144.61562,-36.49302
St Joseph's School,Catholic,Primary,3747,146.68281,-36.36007
St Joseph's School,Catholic,Primary,3315,141.69473,-37.60538
Mercy Regional College,Catholic,Secondary,3260,143.13956,-38.235
St Patrick's School,Catholic,Primary,3260,143.139,-38.23503
St Columba's College,Catholic,Secondary,3040,144.91429,-37.7572
St Michael's School,Catholic,Primary,3460,144.15136,-37.33724
St Mary's School,Catholic,Primary,3300,142.05091,-37.74114
St Kilian's School,Catholic,Primary,3550,144.28421,-36.75458
Genazzano FCJ College,Catholic,Pri/Sec,3101,145.05578,-37.80897
St Augustine's School,Catholic,Primary,3690,146.88922,-36.11702
St Patrick's School,Catholic,Primary,3380,142.78726,-37.05935
St Michael's Grammar School,Independent,Pri/Sec,3182,144.99155,-37.85955
St Patrick's School,Catholic,Primary,3194,145.07016,-37.98357
St Thomas' School,Catholic,Primary,3264,142.90996,-38.2398
St Joseph's School,Catholic,Primary,3820,145.91202,-38.15861
St Joseph's School,Catholic,Primary,3550,144.27835,-36.76942
Firbank Grammar School,Independent,Pri/Sec,3186,144.99694,-37.90612
St John's School,Catholic,Primary,3084,145.06655,-37.75764
Our Lady of Mercy College,Catholic,Secondary,3084,145.06759,-37.75793
St Joseph's School,Catholic,Primary,3055,144.94298,-37.76229
St Brigid's School,Catholic,Primary,3195,145.09178,-38.00804
St Columba's School,Catholic,Primary,3350,143.86007,-37.54591
Ballarat Grammar,Independent,Pri/Sec,3355,143.83083,-37.53924
Our Lady Help of Christians School,Catholic,Primary,3057,144.97786,-37.77634
St Anthony's School,Catholic,Primary,3163,145.0471,-37.88689
St Mary's School,Catholic,Primary,3175,145.22084,-37.99067
Sacred Heart School,Catholic,Primary,3191,145.00855,-37.95148
St Joseph's School,Catholic,Primary,3995,145.60341,-38.60086
St Mary's School,Catholic,Primary,3032,144.91127,-37.77384
St Joseph's School,Catholic,Primary,3579,143.91781,-35.72546
De La Salle College,Catholic,Pri/Sec,3144,145.03218,-37.85768
St Margaret Mary's School,Catholic,Primary,3056,144.96825,-37.75863
The Hamilton and Alexandra College,Independent,Pri/Sec,3300,142.02421,-37.7372
St Francis Xavier School,Catholic,Primary,3350,143.90299,-37.56161
St Laurence O'Toole School,Catholic,Primary,3953,145.9543,-38.47894
St Joseph's School,Catholic,Primary,3950,145.82232,-38.43604
Westbourne Grammar School,Independent,Primary,3015,144.89493,-37.85019
Ivanhoe Grammar School,Independent,Pri/Sec,3079,145.04448,-37.77252
St Brigid's School,Catholic,Primary,3777,145.5158,-37.65868
St James School,Catholic,Primary,3812,145.57319,-38.07303
Scotch College,Independent,Pri/Sec,3122,145.03229,-37.83392
St Mary's School,Catholic,Primary,3145,145.05292,-37.87302
St Leonard's College,Independent,Pri/Sec,3187,145.00755,-37.92863
Holy Rosary School,Catholic,Primary,3031,144.92878,-37.79558
St Aloysius' School,Catholic,Primary,3225,144.6553,-38.26868
St Anthony's School,Catholic,Primary,3078,145.02036,-37.78007
St Joseph's School,Catholic,Primary,3144,145.03116,-37.85807
St Mary's School,Catholic,Primary,3971,146.67597,-38.5569
Holy Rosary School,Catholic,Primary,3550,144.31057,-36.72487
St Columba's School,Catholic,Primary,3184,144.98112,-37.88253
Our Lady of the Rosary,Catholic,Primary,3444,144.46212,-37.25051
Tintern Grammar,Independent,Pri/Sec,3135,145.25669,-37.81552
St Mary's School,Catholic,Primary,3585,143.5456,-35.32846
Toorak College,Independent,Pri/Sec,3930,145.09346,-38.17226
St Mary's School,Catholic,Primary,3915,145.1917,-38.30344
St Brendan's School,Catholic,Primary,3249,143.5188,-38.27065
Our Lady of the Immaculate Conception School,Catholic,Primary,3020,144.83556,-37.78945
St Mary's School,Catholic,Primary,3071,145.00166,-37.75684
St John's School,Catholic,Primary,3280,142.44614,-38.3515
St Catherine's School,Independent,Pri/Sec,3142,145.02127,-37.8383
